antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"severina, de_lux",irisk,0.003,0.297,0.002,0.809,2.720,0.002,3.675,0.634
severina,"irisk, de_lux",0.062,0.013,0.002,0.039,2.934,0.002,1.027,0.703
de_lux,"irisk, severina",0.025,0.033,0.002,0.098,2.972,0.002,1.072,0.680
"uno, irisk",de_lux,0.033,0.025,0.003,0.080,3.248,0.002,1.060,0.716
"uno, de_lux",irisk,0.004,0.297,0.003,0.649,2.182,0.001,2.001,0.544
"irisk, de_lux",uno,0.013,0.085,0.003,0.202,2.388,0.002,1.147,0.589
uno,"irisk, de_lux",0.085,0.013,0.003,0.031,2.388,0.002,1.019,0.635
de_lux,"uno, irisk",0.025,0.033,0.003,0.108,3.248,0.002,1.084,0.710
"masura, de_lux",runail,0.006,0.330,0.004,0.706,2.142,0.002,2.282,0.536
"masura, runail",de_lux,0.058,0.025,0.004,0.067,2.716,0.002,1.045,0.671
"de_lux, runail",masura,0.015,0.109,0.004,0.251,2.303,0.002,1.190,0.575
masura,"de_lux, runail",0.109,0.015,0.004,0.036,2.303,0.002,1.021,0.635
de_lux,"masura, runail",0.025,0.058,0.004,0.158,2.716,0.002,1.119,0.648
runail,"masura, de_lux",0.330,0.006,0.004,0.012,2.142,0.002,1.006,0.795
"de_lux, milv",runail,0.005,0.330,0.003,0.702,2.128,0.002,2.248,0.533
"runail, milv",de_lux,0.027,0.025,0.003,0.119,4.837,0.003,1.107,0.815
"de_lux, runail",milv,0.015,0.054,0.003,0.206,3.831,0.002,1.192,0.751
milv,"de_lux, runail",0.054,0.015,0.003,0.059,3.831,0.002,1.047,0.781
de_lux,"runail, milv",0.025,0.027,0.003,0.130,4.837,0.003,1.118,0.813
"severina, de_lux",runail,0.003,0.330,0.003,0.868,2.631,0.002,5.064,0.622
"severina, runail",de_lux,0.036,0.025,0.003,0.072,2.910,0.002,1.051,0.681
"de_lux, runail",severina,0.015,0.062,0.003,0.167,2.685,0.002,1.126,0.637
severina,"de_lux, runail",0.062,0.015,0.003,0.041,2.685,0.002,1.027,0.669
de_lux,"severina, runail",0.025,0.036,0.003,0.105,2.910,0.002,1.077,0.673
"uno, de_lux",runail,0.004,0.330,0.003,0.734,2.226,0.002,2.520,0.553
"uno, runail",de_lux,0.038,0.025,0.003,0.079,3.227,0.002,1.059,0.717
"de_lux, runail",uno,0.015,0.085,0.003,0.195,2.305,0.002,1.137,0.575
uno,"de_lux, runail",0.085,0.015,0.003,0.036,2.305,0.002,1.021,0.618
de_lux,"uno, runail",0.025,0.038,0.003,0.123,3.227,0.002,1.096,0.707
"zinger, de_lux",runail,0.003,0.330,0.002,0.857,2.599,0.001,4.691,0.617
"zinger, runail",de_lux,0.029,0.025,0.002,0.083,3.359,0.002,1.063,0.723
"de_lux, runail",zinger,0.015,0.059,0.002,0.153,2.590,0.001,1.111,0.624
zinger,"de_lux, runail",0.059,0.015,0.002,0.040,2.590,0.001,1.026,0.652
de_lux,"zinger, runail",0.025,0.029,0.002,0.096,3.359,0.002,1.075,0.720
"irisk, dewal",runail,0.005,0.330,0.002,0.462,1.399,0.001,1.245,0.287
"dewal, runail",irisk,0.004,0.297,0.002,0.545,1.834,0.001,1.546,0.457
"irisk, runail",dewal,0.153,0.019,0.002,0.015,0.811,-0.001,0.996,-0.216
dewal,"irisk, runail",0.019,0.153,0.002,0.124,0.811,-0.001,0.967,-0.192
"irisk, domix",estel,0.031,0.086,0.002,0.070,0.807,-0.001,0.982,-0.197
"irisk, estel",domix,0.015,0.064,0.002,0.140,2.174,0.001,1.088,0.548
"estel, domix",irisk,0.005,0.297,0.002,0.462,1.555,0.001,1.307,0.358
domix,"irisk, estel",0.064,0.015,0.002,0.033,2.174,0.001,1.019,0.577
estel,"irisk, domix",0.086,0.031,0.002,0.025,0.807,-0.001,0.994,-0.207
"domix, freedecor",ingarden,0.005,0.107,0.002,0.417,3.878,0.002,1.530,0.746
"domix, ingarden",freedecor,0.012,0.055,0.002,0.187,3.421,0.002,1.162,0.716
"freedecor, ingarden",domix,0.015,0.064,0.002,0.147,2.290,0.001,1.097,0.572
domix,"freedecor, ingarden",0.064,0.015,0.002,0.034,2.290,0.001,1.020,0.602
freedecor,"domix, ingarden",0.055,0.012,0.002,0.040,3.421,0.002,1.030,0.749
ingarden,"domix, freedecor",0.107,0.005,0.002,0.020,3.878,0.002,1.015,0.831
"irisk, freedecor",domix,0.026,0.064,0.003,0.130,2.018,0.002,1.075,0.518
"irisk, domix",freedecor,0.031,0.055,0.003,0.111,2.038,0.002,1.064,0.525
"freedecor, domix",irisk,0.005,0.297,0.003,0.650,2.186,0.002,2.008,0.545
irisk,"freedecor, domix",0.297,0.005,0.003,0.011,2.186,0.002,1.006,0.772
freedecor,"irisk, domix",0.055,0.031,0.003,0.062,2.038,0.002,1.034,0.539
domix,"irisk, freedecor",0.064,0.026,0.003,0.053,2.018,0.002,1.028,0.539
"freedecor, domix",runail,0.005,0.330,0.004,0.733,2.224,0.002,2.513,0.553
"freedecor, runail",domix,0.029,0.064,0.004,0.132,2.061,0.002,1.078,0.530
"domix, runail",freedecor,0.033,0.055,0.004,0.115,2.115,0.002,1.069,0.545
freedecor,"domix, runail",0.055,0.033,0.004,0.070,2.115,0.002,1.040,0.558
domix,"freedecor, runail",0.064,0.029,0.004,0.060,2.061,0.002,1.033,0.550
runail,"freedecor, domix",0.330,0.005,0.004,0.012,2.224,0.002,1.006,0.821
"grattol, domix",ingarden,0.012,0.107,0.004,0.326,3.037,0.003,1.325,0.679
"grattol, ingarden",domix,0.033,0.064,0.004,0.124,1.928,0.002,1.068,0.498
"domix, ingarden",grattol,0.012,0.158,0.004,0.347,2.193,0.002,1.289,0.550
grattol,"domix, ingarden",0.158,0.012,0.004,0.026,2.193,0.002,1.014,0.646
domix,"grattol, ingarden",0.064,0.033,0.004,0.063,1.928,0.002,1.032,0.514
ingarden,"grattol, domix",0.107,0.012,0.004,0.038,3.037,0.003,1.026,0.751
"grattol, irisk",domix,0.057,0.064,0.007,0.129,2.010,0.004,1.074,0.533
"grattol, domix",irisk,0.012,0.297,0.007,0.596,2.006,0.004,1.741,0.508
"irisk, domix",grattol,0.031,0.158,0.007,0.242,1.530,0.003,1.111,0.357
grattol,"irisk, domix",0.158,0.031,0.007,0.047,1.530,0.003,1.017,0.412
irisk,"grattol, domix",0.297,0.012,0.007,0.025,2.006,0.004,1.013,0.714
domix,"grattol, irisk",0.064,0.057,0.007,0.116,2.010,0.004,1.066,0.537
"masura, grattol",domix,0.029,0.064,0.003,0.105,1.629,0.001,1.045,0.398
"masura, domix",grattol,0.010,0.158,0.003,0.297,1.874,0.001,1.197,0.471
"grattol, domix",masura,0.012,0.109,0.003,0.246,2.249,0.002,1.181,0.562
masura,"grattol, domix",0.109,0.012,0.003,0.028,2.249,0.002,1.016,0.624
grattol,"masura, domix",0.158,0.010,0.003,0.019,1.874,0.001,1.009,0.554
domix,"masura, grattol",0.064,0.029,0.003,0.048,1.629,0.001,1.019,0.413
"grattol, domix",runail,0.012,0.330,0.008,0.646,1.958,0.004,1.891,0.495
"grattol, runail",domix,0.071,0.064,0.008,0.114,1.772,0.003,1.056,0.469
"domix, runail",grattol,0.033,0.158,0.008,0.241,1.524,0.003,1.109,0.356
grattol,"domix, runail",0.158,0.033,0.008,0.051,1.524,0.003,1.018,0.408
domix,"grattol, runail",0.064,0.071,0.008,0.125,1.772,0.003,1.062,0.466
runail,"grattol, domix",0.330,0.012,0.008,0.024,1.958,0.004,1.012,0.730
"grattol, uno",domix,0.026,0.064,0.003,0.123,1.910,0.001,1.067,0.489
"grattol, domix",uno,0.012,0.085,0.003,0.253,2.987,0.002,1.225,0.674
"uno, domix",grattol,0.009,0.158,0.003,0.355,2.241,0.002,1.304,0.559
grattol,"uno, domix",0.158,0.009,0.003,0.020,2.241,0.002,1.011,0.658
uno,"grattol, domix",0.085,0.012,0.003,0.037,2.987,0.002,1.026,0.727
domix,"grattol, uno",0.064,0.026,0.003,0.049,1.910,0.001,1.025,0.509
"grattol, zinger",domix,0.013,0.064,0.002,0.181,2.821,0.001,1.143,0.654
"grattol, domix",zinger,0.012,0.059,0.002,0.182,3.098,0.002,1.151,0.686
"zinger, domix",grattol,0.008,0.158,0.002,0.295,1.867,0.001,1.195,0.468
grattol,"zinger, domix",0.158,0.008,0.002,0.014,1.867,0.001,1.007,0.552
zinger,"grattol, domix",0.059,0.012,0.002,0.039,3.098,0.002,1.027,0.720
domix,"grattol, zinger",0.064,0.013,0.002,0.035,2.821,0.001,1.024,0.690
"irisk, domix",ingarden,0.031,0.107,0.008,0.255,2.373,0.005,1.198,0.597
"irisk, ingarden",domix,0.047,0.064,0.008,0.165,2.569,0.005,1.121,0.641
"domix, ingarden",irisk,0.012,0.297,0.008,0.668,2.246,0.004,2.116,0.561
irisk,"domix, ingarden",0.297,0.012,0.008,0.026,2.246,0.004,1.015,0.790
domix,"irisk, ingarden",0.064,0.047,0.008,0.122,2.569,0.005,1.085,0.653
ingarden,"irisk, domix",0.107,0.031,0.008,0.073,2.373,0.005,1.045,0.648
"masura, domix",ingarden,0.010,0.107,0.003,0.280,2.603,0.002,1.239,0.622
"masura, ingarden",domix,0.020,0.064,0.003,0.142,2.215,0.002,1.091,0.560
"domix, ingarden",masura,0.012,0.109,0.003,0.246,2.255,0.002,1.182,0.563
masura,"domix, ingarden",0.109,0.012,0.003,0.026,2.255,0.002,1.015,0.625
domix,"masura, ingarden",0.064,0.020,0.003,0.045,2.215,0.002,1.026,0.586
ingarden,"masura, domix",0.107,0.010,0.003,0.027,2.603,0.002,1.017,0.690
"domix, ingarden",milv,0.012,0.054,0.002,0.194,3.604,0.002,1.174,0.731
"domix, milv",ingarden,0.007,0.107,0.002,0.310,2.881,0.001,1.293,0.658
"ingarden, milv",domix,0.012,0.064,0.002,0.195,3.044,0.002,1.163,0.679
domix,"ingarden, milv",0.064,0.012,0.002,0.035,3.044,0.002,1.025,0.718
ingarden,"domix, milv",0.107,0.007,0.002,0.021,2.881,0.001,1.014,0.731
milv,"domix, ingarden",0.054,0.012,0.002,0.042,3.604,0.002,1.032,0.764
"domix, ingarden",runail,0.012,0.330,0.008,0.716,2.172,0.005,2.363,0.546
"domix, runail",ingarden,0.033,0.107,0.008,0.252,2.342,0.005,1.193,0.593
"ingarden, runail",domix,0.059,0.064,0.008,0.143,2.223,0.005,1.092,0.584
domix,"ingarden, runail",0.064,0.059,0.008,0.131,2.223,0.005,1.083,0.588
ingarden,"domix, runail",0.107,0.033,0.008,0.078,2.342,0.005,1.048,0.642
runail,"domix, ingarden",0.330,0.012,0.008,0.025,2.172,0.005,1.014,0.805
"severina, domix",ingarden,0.008,0.107,0.002,0.305,2.839,0.002,1.284,0.653
"domix, ingarden",severina,0.012,0.062,0.002,0.201,3.246,0.002,1.175,0.700
"severina, ingarden",domix,0.012,0.064,0.002,0.201,3.137,0.002,1.172,0.689
domix,"severina, ingarden",0.064,0.012,0.002,0.037,3.137,0.002,1.026,0.728
severina,"domix, ingarden",0.062,0.012,0.002,0.038,3.246,0.002,1.027,0.738
ingarden,"severina, domix",0.107,0.008,0.002,0.022,2.839,0.002,1.015,0.726
"uno, domix",ingarden,0.009,0.107,0.003,0.286,2.659,0.002,1.250,0.630
"uno, ingarden",domix,0.017,0.064,0.003,0.146,2.275,0.001,1.096,0.570
"domix, ingarden",uno,0.012,0.085,0.003,0.216,2.559,0.002,1.168,0.616
uno,"domix, ingarden",0.085,0.012,0.003,0.030,2.559,0.002,1.019,0.666
domix,"uno, ingarden",0.064,0.017,0.003,0.039,2.275,0.001,1.023,0.599
ingarden,"uno, domix",0.107,0.009,0.003,0.024,2.659,0.002,1.015,0.699
"zinger, domix",ingarden,0.008,0.107,0.002,0.290,2.697,0.001,1.257,0.634
"zinger, ingarden",domix,0.010,0.064,0.002,0.216,3.365,0.002,1.194,0.710
"domix, ingarden",zinger,0.012,0.059,0.002,0.190,3.231,0.002,1.162,0.699
zinger,"domix, ingarden",0.059,0.012,0.002,0.038,3.231,0.002,1.027,0.734
domix,"zinger, ingarden",0.064,0.010,0.002,0.035,3.365,0.002,1.025,0.751
ingarden,"zinger, domix",0.107,0.008,0.002,0.021,2.697,0.001,1.013,0.705
"italwax, irisk",domix,0.018,0.064,0.002,0.112,1.747,0.001,1.054,0.435
"italwax, domix",irisk,0.005,0.297,0.002,0.442,1.487,0.001,1.260,0.329
"irisk, domix",italwax,0.031,0.066,0.002,0.066,0.994,-0.000,1.000,-0.006
italwax,"irisk, domix",0.066,0.031,0.002,0.030,0.994,-0.000,1.000,-0.006
domix,"italwax, irisk",0.064,0.018,0.002,0.031,1.747,0.001,1.014,0.457
"irisk, domix",jessnail,0.031,0.046,0.004,0.138,2.975,0.003,1.106,0.685
"irisk, jessnail",domix,0.022,0.064,0.004,0.196,3.057,0.003,1.164,0.688
"domix, jessnail",irisk,0.006,0.297,0.004,0.729,2.453,0.003,2.596,0.596
irisk,"domix, jessnail",0.297,0.006,0.004,0.014,2.453,0.003,1.009,0.843
domix,"irisk, jessnail",0.064,0.022,0.004,0.066,3.057,0.003,1.048,0.719
jessnail,"irisk, domix",0.046,0.031,0.004,0.091,2.975,0.003,1.067,0.696
"kapous, irisk",domix,0.015,0.064,0.002,0.143,2.231,0.001,1.092,0.560
"kapous, domix",irisk,0.004,0.297,0.002,0.495,1.665,0.001,1.392,0.401
"irisk, domix",kapous,0.031,0.066,0.002,0.071,1.072,0.000,1.005,0.069
kapous,"irisk, domix",0.066,0.031,0.002,0.033,1.072,0.000,1.002,0.072
domix,"kapous, irisk",0.064,0.015,0.002,0.034,2.231,0.001,1.019,0.590
"irisk, domix",lovely,0.031,0.045,0.003,0.090,1.988,0.001,1.049,0.513
"irisk, lovely",domix,0.021,0.064,0.003,0.133,2.070,0.001,1.079,0.528
"domix, lovely",irisk,0.004,0.297,0.003,0.649,2.184,0.001,2.005,0.544
domix,"irisk, lovely",0.064,0.021,0.003,0.043,2.070,0.001,1.023,0.552
lovely,"irisk, domix",0.045,0.031,0.003,0.061,1.988,0.001,1.032,0.520
"masura, irisk",domix,0.046,0.064,0.006,0.137,2.127,0.003,1.084,0.555
"masura, domix",irisk,0.010,0.297,0.006,0.610,2.052,0.003,1.802,0.518
"irisk, domix",masura,0.031,0.109,0.006,0.205,1.879,0.003,1.121,0.482
masura,"irisk, domix",0.109,0.031,0.006,0.058,1.879,0.003,1.029,0.525
irisk,"masura, domix",0.297,0.010,0.006,0.021,2.052,0.003,1.011,0.730
domix,"masura, irisk",0.064,0.046,0.006,0.098,2.127,0.003,1.058,0.566
"metzger, irisk",domix,0.012,0.064,0.003,0.217,3.373,0.002,1.195,0.712
"metzger, domix",irisk,0.004,0.297,0.003,0.652,2.193,0.001,2.020,0.546
"irisk, domix",metzger,0.031,0.029,0.003,0.085,2.900,0.002,1.061,0.676
metzger,"irisk, domix",0.029,0.031,0.003,0.089,2.900,0.002,1.064,0.675
domix,"metzger, irisk",0.064,0.012,0.003,0.041,3.373,0.002,1.030,0.752
"irisk, domix",milv,0.031,0.054,0.004,0.134,2.487,0.002,1.092,0.617
"irisk, milv",domix,0.024,0.064,0.004,0.168,2.618,0.003,1.125,0.634
"domix, milv",irisk,0.007,0.297,0.004,0.560,1.882,0.002,1.595,0.472
irisk,"domix, milv",0.297,0.007,0.004,0.014,1.882,0.002,1.007,0.667
domix,"irisk, milv",0.064,0.024,0.004,0.064,2.618,0.003,1.042,0.661
milv,"irisk, domix",0.054,0.031,0.004,0.076,2.487,0.002,1.049,0.632
"irisk, pole",domix,0.017,0.064,0.003,0.181,2.813,0.002,1.142,0.655
"irisk, domix",pole,0.031,0.037,0.003,0.098,2.664,0.002,1.068,0.644
"pole, domix",irisk,0.004,0.297,0.003,0.775,2.607,0.002,3.127,0.619
irisk,"pole, domix",0.297,0.004,0.003,0.010,2.607,0.002,1.006,0.877
pole,"irisk, domix",0.037,0.031,0.003,0.082,2.664,0.002,1.056,0.649
domix,"irisk, pole",0.064,0.017,0.003,0.047,2.813,0.002,1.032,0.689
"irisk, domix",runail,0.031,0.330,0.020,0.654,1.983,0.010,1.936,0.511
"irisk, runail",domix,0.153,0.064,0.020,0.131,2.034,0.010,1.076,0.600
"domix, runail",irisk,0.033,0.297,0.020,0.602,2.023,0.010,1.764,0.523
irisk,"domix, runail",0.297,0.033,0.020,0.067,2.023,0.010,1.037,0.720
domix,"irisk, runail",0.064,0.153,0.020,0.312,2.034,0.010,1.231,0.543
runail,"irisk, domix",0.330,0.031,0.020,0.061,1.983,0.010,1.032,0.739
"irisk, severina",domix,0.033,0.064,0.005,0.150,2.337,0.003,1.101,0.591
"irisk, domix",severina,0.031,0.062,0.005,0.161,2.593,0.003,1.118,0.634
"severina, domix",irisk,0.008,0.297,0.005,0.638,2.147,0.003,1.943,0.538
irisk,"severina, domix",0.297,0.008,0.005,0.017,2.147,0.003,1.009,0.760
severina,"irisk, domix",0.062,0.031,0.005,0.079,2.593,0.003,1.053,0.655
domix,"irisk, severina",0.064,0.033,0.005,0.077,2.337,0.003,1.048,0.611
"irisk, domix",staleks,0.031,0.034,0.003,0.095,2.821,0.002,1.068,0.666
"irisk, staleks",domix,0.015,0.064,0.003,0.196,3.050,0.002,1.164,0.682
"domix, staleks",irisk,0.004,0.297,0.003,0.663,2.231,0.002,2.087,0.554
domix,"irisk, staleks",0.064,0.015,0.003,0.046,3.050,0.002,1.032,0.718
staleks,"irisk, domix",0.034,0.031,0.003,0.086,2.821,0.002,1.061,0.668
"uno, irisk",domix,0.033,0.064,0.005,0.160,2.486,0.003,1.114,0.618
"uno, domix",irisk,0.009,0.297,0.005,0.601,2.021,0.003,1.761,0.510
"irisk, domix",uno,0.031,0.085,0.005,0.174,2.055,0.003,1.108,0.530
uno,"irisk, domix",0.085,0.031,0.005,0.063,2.055,0.003,1.035,0.561
irisk,"uno, domix",0.297,0.009,0.005,0.018,2.021,0.003,1.009,0.719
domix,"uno, irisk",0.064,0.033,0.005,0.083,2.486,0.003,1.054,0.639
"yoko, irisk",domix,0.019,0.064,0.003,0.172,2.686,0.002,1.131,0.640
"irisk, domix",yoko,0.031,0.041,0.003,0.105,2.547,0.002,1.072,0.627
"yoko, domix",irisk,0.005,0.297,0.003,0.655,2.202,0.002,2.036,0.549
irisk,"yoko, domix",0.297,0.005,0.003,0.011,2.202,0.002,1.006,0.777
yoko,"irisk, domix",0.041,0.031,0.003,0.078,2.547,0.002,1.051,0.634
domix,"yoko, irisk",0.064,0.019,0.003,0.050,2.686,0.002,1.033,0.671
"zinger, irisk",domix,0.026,0.064,0.005,0.176,2.739,0.003,1.135,0.652
"zinger, domix",irisk,0.008,0.297,0.005,0.597,2.006,0.002,1.742,0.505
"irisk, domix",zinger,0.031,0.059,0.005,0.150,2.540,0.003,1.107,0.625
zinger,"irisk, domix",0.059,0.031,0.005,0.078,2.540,0.003,1.051,0.644
irisk,"zinger, domix",0.297,0.008,0.005,0.015,2.006,0.002,1.008,0.714
domix,"zinger, irisk",0.064,0.026,0.005,0.071,2.739,0.003,1.049,0.678
"domix, jessnail",runail,0.006,0.330,0.004,0.714,2.166,0.002,2.346,0.541
"domix, runail",jessnail,0.033,0.046,0.004,0.125,2.680,0.003,1.089,0.649
"jessnail, runail",domix,0.023,0.064,0.004,0.177,2.750,0.003,1.136,0.652
domix,"jessnail, runail",0.064,0.023,0.004,0.065,2.750,0.003,1.044,0.680
jessnail,"domix, runail",0.046,0.033,0.004,0.089,2.680,0.003,1.061,0.657
runail,"domix, jessnail",0.330,0.006,0.004,0.013,2.166,0.002,1.007,0.803
"kapous, domix",runail,0.004,0.330,0.002,0.515,1.561,0.001,1.381,0.361
"kapous, runail",domix,0.015,0.064,0.002,0.147,2.294,0.001,1.097,0.573
"domix, runail",kapous,0.033,0.066,0.002,0.068,1.026,0.000,1.002,0.026
kapous,"domix, runail",0.066,0.033,0.002,0.034,1.026,0.000,1.001,0.027
domix,"kapous, runail",0.064,0.015,0.002,0.035,2.294,0.001,1.021,0.603
"domix, lovely",runail,0.004,0.330,0.003,0.711,2.157,0.002,2.322,0.539
"runail, lovely",domix,0.021,0.064,0.003,0.144,2.248,0.002,1.094,0.567
"domix, runail",lovely,0.033,0.045,0.003,0.090,2.003,0.002,1.050,0.518
lovely,"domix, runail",0.045,0.033,0.003,0.067,2.003,0.002,1.036,0.524
domix,"runail, lovely",0.064,0.021,0.003,0.047,2.248,0.002,1.027,0.593
"masura, domix",runail,0.010,0.330,0.007,0.725,2.197,0.004,2.433,0.551
"masura, runail",domix,0.058,0.064,0.007,0.128,1.997,0.004,1.073,0.530
"domix, runail",masura,0.033,0.109,0.007,0.224,2.053,0.004,1.148,0.530
masura,"domix, runail",0.109,0.033,0.007,0.068,2.053,0.004,1.038,0.576
domix,"masura, runail",0.064,0.058,0.007,0.116,1.997,0.004,1.066,0.534
runail,"masura, domix",0.330,0.010,0.007,0.023,2.197,0.004,1.013,0.813
"masura, uno",domix,0.013,0.064,0.002,0.167,2.604,0.001,1.124,0.624
"masura, domix",uno,0.010,0.085,0.002,0.216,2.555,0.001,1.168,0.615
"uno, domix",masura,0.009,0.109,0.002,0.251,2.301,0.001,1.190,0.570
masura,"uno, domix",0.109,0.009,0.002,0.020,2.301,0.001,1.012,0.635
uno,"masura, domix",0.085,0.010,0.002,0.026,2.555,0.001,1.016,0.665
domix,"masura, uno",0.064,0.013,0.002,0.035,2.604,0.001,1.022,0.658
"metzger, domix",runail,0.004,0.330,0.003,0.696,2.109,0.001,2.202,0.528
"metzger, runail",domix,0.014,0.064,0.003,0.198,3.085,0.002,1.167,0.686
"domix, runail",metzger,0.033,0.029,0.003,0.084,2.846,0.002,1.059,0.671
metzger,"domix, runail",0.029,0.033,0.003,0.095,2.846,0.002,1.068,0.668
domix,"metzger, runail",0.064,0.014,0.003,0.044,3.085,0.002,1.031,0.722
"domix, milv",runail,0.007,0.330,0.005,0.643,1.949,0.002,1.877,0.491
"runail, milv",domix,0.027,0.064,0.005,0.176,2.739,0.003,1.136,0.652
"domix, runail",milv,0.033,0.054,0.005,0.142,2.629,0.003,1.102,0.641
milv,"domix, runail",0.054,0.033,0.005,0.088,2.629,0.003,1.059,0.655
domix,"runail, milv",0.064,0.027,0.005,0.073,2.739,0.003,1.050,0.678
runail,"domix, milv",0.330,0.007,0.005,0.014,1.949,0.002,1.007,0.727
"pole, domix",runail,0.004,0.330,0.003,0.787,2.385,0.002,3.139,0.583
"pole, runail",domix,0.021,0.064,0.003,0.148,2.300,0.002,1.098,0.577
"domix, runail",pole,0.033,0.037,0.003,0.092,2.487,0.002,1.060,0.618
pole,"domix, runail",0.037,0.033,0.003,0.083,2.487,0.002,1.054,0.621
domix,"pole, runail",0.064,0.021,0.003,0.048,2.300,0.002,1.028,0.604
"severina, domix",runail,0.008,0.330,0.006,0.734,2.227,0.003,2.524,0.555
"severina, runail",domix,0.036,0.064,0.006,0.158,2.454,0.003,1.111,0.615
"domix, runail",severina,0.033,0.062,0.006,0.170,2.744,0.004,1.131,0.658
severina,"domix, runail",0.062,0.033,0.006,0.091,2.744,0.004,1.064,0.678
domix,"severina, runail",0.064,0.036,0.006,0.088,2.454,0.003,1.057,0.633
runail,"severina, domix",0.330,0.008,0.006,0.017,2.227,0.003,1.010,0.822
"domix, staleks",runail,0.004,0.330,0.003,0.634,1.921,0.001,1.829,0.482
"runail, staleks",domix,0.015,0.064,0.003,0.185,2.880,0.002,1.148,0.663
"domix, runail",staleks,0.033,0.034,0.003,0.084,2.479,0.002,1.055,0.617
staleks,"domix, runail",0.034,0.033,0.003,0.083,2.479,0.002,1.054,0.618
domix,"runail, staleks",0.064,0.015,0.003,0.044,2.880,0.002,1.030,0.698
"uno, domix",runail,0.009,0.330,0.006,0.645,1.957,0.003,1.890,0.493
"uno, runail",domix,0.038,0.064,0.006,0.151,2.345,0.003,1.102,0.596
"domix, runail",uno,0.033,0.085,0.006,0.172,2.030,0.003,1.105,0.525
uno,"domix, runail",0.085,0.033,0.006,0.068,2.030,0.003,1.037,0.554
domix,"uno, runail",0.064,0.038,0.006,0.089,2.345,0.003,1.056,0.613
runail,"uno, domix",0.330,0.009,0.006,0.017,1.957,0.003,1.009,0.730
"yoko, domix",runail,0.005,0.330,0.003,0.655,1.986,0.002,1.942,0.499
"yoko, runail",domix,0.019,0.064,0.003,0.171,2.667,0.002,1.129,0.637
"domix, runail",yoko,0.033,0.041,0.003,0.097,2.343,0.002,1.062,0.593
yoko,"domix, runail",0.041,0.033,0.003,0.078,2.343,0.002,1.049,0.598
domix,"yoko, runail",0.064,0.019,0.003,0.050,2.667,0.002,1.033,0.668
"zinger, domix",runail,0.008,0.330,0.005,0.699,2.119,0.003,2.226,0.532
"zinger, runail",domix,0.029,0.064,0.005,0.188,2.928,0.004,1.153,0.678
"domix, runail",zinger,0.033,0.059,0.005,0.161,2.737,0.003,1.122,0.657
zinger,"domix, runail",0.059,0.033,0.005,0.091,2.737,0.003,1.064,0.674
domix,"zinger, runail",0.064,0.029,0.005,0.084,2.928,0.004,1.060,0.704
runail,"zinger, domix",0.330,0.008,0.005,0.016,2.119,0.003,1.009,0.788
"grattol, irisk",estel,0.057,0.086,0.003,0.045,0.518,-0.002,0.956,-0.497
"grattol, estel",irisk,0.006,0.297,0.003,0.468,1.575,0.001,1.321,0.367
"irisk, estel",grattol,0.015,0.158,0.003,0.168,1.062,0.000,1.012,0.059
grattol,"irisk, estel",0.158,0.015,0.003,0.016,1.062,0.000,1.001,0.069
estel,"grattol, irisk",0.086,0.057,0.003,0.030,0.518,-0.002,0.971,-0.504
"grattol, estel",runail,0.006,0.330,0.003,0.540,1.636,0.001,1.456,0.391
"grattol, runail",estel,0.071,0.086,0.003,0.042,0.486,-0.003,0.954,-0.532
"estel, runail",grattol,0.015,0.158,0.003,0.195,1.235,0.001,1.046,0.193
grattol,"estel, runail",0.158,0.015,0.003,0.019,1.235,0.001,1.004,0.226
estel,"grattol, runail",0.086,0.071,0.003,0.034,0.486,-0.003,0.962,-0.536
"irisk, estel",ingarden,0.015,0.107,0.002,0.131,1.220,0.000,1.027,0.183
"irisk, ingarden",estel,0.047,0.086,0.002,0.042,0.490,-0.002,0.954,-0.522
"estel, ingarden",irisk,0.004,0.297,0.002,0.447,1.502,0.001,1.270,0.336
estel,"irisk, ingarden",0.086,0.047,0.002,0.023,0.490,-0.002,0.975,-0.532
ingarden,"irisk, estel",0.107,0.015,0.002,0.019,1.220,0.000,1.003,0.202
"estel, ingarden",runail,0.004,0.330,0.002,0.485,1.472,0.001,1.302,0.322
"estel, runail",ingarden,0.015,0.107,0.002,0.144,1.337,0.001,1.042,0.256
"ingarden, runail",estel,0.059,0.086,0.002,0.037,0.430,-0.003,0.949,-0.585
estel,"ingarden, runail",0.086,0.059,0.002,0.025,0.430,-0.003,0.966,-0.592
ingarden,"estel, runail",0.107,0.015,0.002,0.020,1.337,0.001,1.005,0.283
"kapous, irisk",estel,0.015,0.086,0.003,0.203,2.353,0.002,1.147,0.584
"kapous, estel",irisk,0.015,0.297,0.003,0.201,0.674,-0.001,0.879,-0.329
"irisk, estel",kapous,0.015,0.066,0.003,0.202,3.044,0.002,1.170,0.682
kapous,"irisk, estel",0.066,0.015,0.003,0.047,3.044,0.002,1.033,0.719
irisk,"kapous, estel",0.297,0.015,0.003,0.010,0.674,-0.001,0.995,-0.407
estel,"kapous, irisk",0.086,0.015,0.003,0.036,2.353,0.002,1.021,0.630
"masura, irisk",estel,0.046,0.086,0.002,0.048,0.560,-0.002,0.960,-0.452
"masura, estel",irisk,0.005,0.297,0.002,0.440,1.479,0.001,1.254,0.325
