antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"irisk, jessnail","uno, runail",0.022,0.038,0.003,0.117,3.091,0.002,1.090,0.691
"irisk, runail","uno, jessnail",0.153,0.005,0.003,0.017,3.316,0.002,1.012,0.825
"jessnail, runail","uno, irisk",0.023,0.033,0.003,0.108,3.232,0.002,1.083,0.707
uno,"irisk, jessnail, runail",0.085,0.015,0.003,0.030,1.971,0.001,1.015,0.538
jessnail,"uno, irisk, runail",0.046,0.021,0.003,0.055,2.618,0.002,1.036,0.648
"zinger, irisk, jessnail",runail,0.003,0.330,0.002,0.836,2.534,0.001,4.082,0.607
"zinger, irisk, runail",jessnail,0.018,0.046,0.002,0.140,3.006,0.002,1.108,0.679
"zinger, jessnail, runail",irisk,0.003,0.297,0.002,0.800,2.690,0.002,3.513,0.630
"irisk, jessnail, runail",zinger,0.015,0.059,0.002,0.161,2.732,0.002,1.122,0.644
"zinger, irisk","jessnail, runail",0.026,0.023,0.002,0.094,3.994,0.002,1.078,0.770
"zinger, jessnail","irisk, runail",0.004,0.153,0.002,0.560,3.650,0.002,1.924,0.729
"zinger, runail","irisk, jessnail",0.029,0.022,0.002,0.086,3.970,0.002,1.070,0.770
"irisk, jessnail","zinger, runail",0.022,0.029,0.002,0.113,3.970,0.002,1.096,0.765
"irisk, runail","zinger, jessnail",0.153,0.004,0.002,0.016,3.650,0.002,1.012,0.858
"jessnail, runail","zinger, irisk",0.023,0.026,0.002,0.104,3.994,0.002,1.087,0.768
zinger,"irisk, jessnail, runail",0.059,0.015,0.002,0.042,2.732,0.002,1.027,0.674
jessnail,"zinger, irisk, runail",0.046,0.018,0.002,0.053,3.006,0.002,1.037,0.700
"masura, kapous, irisk",runail,0.003,0.330,0.002,0.820,2.485,0.001,3.717,0.599
"masura, kapous, runail",irisk,0.004,0.297,0.002,0.588,1.978,0.001,1.706,0.496
"masura, irisk, runail",kapous,0.031,0.066,0.002,0.071,1.063,0.000,1.004,0.061
"kapous, irisk, runail",masura,0.008,0.109,0.002,0.269,2.462,0.001,1.218,0.599
"masura, kapous","irisk, runail",0.006,0.153,0.002,0.397,2.587,0.001,1.404,0.617
"masura, irisk","kapous, runail",0.046,0.015,0.002,0.047,3.078,0.001,1.034,0.708
"masura, runail","kapous, irisk",0.058,0.015,0.002,0.038,2.462,0.001,1.023,0.630
"kapous, irisk","masura, runail",0.015,0.058,0.002,0.143,2.462,0.001,1.099,0.603
"kapous, runail","masura, irisk",0.015,0.046,0.002,0.142,3.078,0.001,1.111,0.686
"irisk, runail","masura, kapous",0.153,0.006,0.002,0.014,2.587,0.001,1.009,0.725
masura,"kapous, irisk, runail",0.109,0.008,0.002,0.020,2.462,0.001,1.012,0.667
kapous,"masura, irisk, runail",0.066,0.031,0.002,0.033,1.063,0.000,1.002,0.063
"masura, irisk, lianail",runail,0.002,0.330,0.002,0.857,2.599,0.001,4.691,0.617
"masura, runail, lianail",irisk,0.003,0.297,0.002,0.649,2.181,0.001,2.000,0.543
"masura, irisk, runail",lianail,0.031,0.024,0.002,0.068,2.829,0.001,1.047,0.667
"irisk, runail, lianail",masura,0.008,0.109,0.002,0.270,2.470,0.001,1.220,0.600
"masura, lianail","irisk, runail",0.005,0.153,0.002,0.453,2.952,0.001,1.547,0.664
"masura, irisk","runail, lianail",0.046,0.012,0.002,0.046,3.660,0.002,1.035,0.762
"masura, runail","irisk, lianail",0.058,0.011,0.002,0.036,3.222,0.001,1.026,0.732
"irisk, lianail","masura, runail",0.011,0.058,0.002,0.187,3.222,0.001,1.159,0.697
"runail, lianail","masura, irisk",0.012,0.046,0.002,0.168,3.660,0.002,1.147,0.736
"irisk, runail","masura, lianail",0.153,0.005,0.002,0.014,2.952,0.001,1.009,0.781
masura,"irisk, runail, lianail",0.109,0.008,0.002,0.019,2.470,0.001,1.012,0.668
lianail,"masura, irisk, runail",0.024,0.031,0.002,0.087,2.829,0.001,1.062,0.662
"uno, irisk, lianail",runail,0.003,0.330,0.002,0.758,2.297,0.001,2.765,0.566
"uno, runail, lianail",irisk,0.003,0.297,0.002,0.794,2.669,0.001,3.405,0.627
"irisk, runail, lianail",uno,0.008,0.085,0.002,0.281,3.322,0.002,1.273,0.704
"uno, irisk, runail",lianail,0.021,0.024,0.002,0.105,4.373,0.002,1.090,0.788
"uno, lianail","irisk, runail",0.005,0.153,0.002,0.431,2.810,0.001,1.488,0.647
"irisk, lianail","uno, runail",0.011,0.038,0.002,0.195,5.142,0.002,1.196,0.815
"runail, lianail","uno, irisk",0.012,0.033,0.002,0.175,5.260,0.002,1.172,0.820
"uno, irisk","runail, lianail",0.033,0.012,0.002,0.065,5.260,0.002,1.057,0.838
"uno, runail","irisk, lianail",0.038,0.011,0.002,0.057,5.142,0.002,1.049,0.837
"irisk, runail","uno, lianail",0.153,0.005,0.002,0.014,2.810,0.001,1.009,0.761
lianail,"uno, irisk, runail",0.024,0.021,0.002,0.091,4.373,0.002,1.077,0.790
uno,"irisk, runail, lianail",0.085,0.008,0.002,0.026,3.322,0.002,1.019,0.764
"masura, irisk, runail",lovely,0.031,0.045,0.003,0.092,2.034,0.001,1.051,0.525
"masura, irisk, lovely",runail,0.004,0.330,0.003,0.783,2.375,0.002,3.090,0.581
"masura, lovely, runail",irisk,0.004,0.297,0.003,0.747,2.513,0.002,2.779,0.604
"lovely, irisk, runail",masura,0.013,0.109,0.003,0.223,2.046,0.001,1.147,0.518
"masura, irisk","lovely, runail",0.046,0.021,0.003,0.062,2.955,0.002,1.043,0.694
"masura, runail","irisk, lovely",0.058,0.021,0.003,0.049,2.356,0.002,1.030,0.611
"masura, lovely","irisk, runail",0.005,0.153,0.003,0.524,3.417,0.002,1.779,0.711
"irisk, runail","masura, lovely",0.153,0.005,0.003,0.018,3.417,0.002,1.013,0.836
"irisk, lovely","masura, runail",0.021,0.058,0.003,0.137,2.356,0.002,1.091,0.588
"lovely, runail","masura, irisk",0.021,0.046,0.003,0.136,2.955,0.002,1.104,0.676
masura,"lovely, irisk, runail",0.109,0.013,0.003,0.026,2.046,0.001,1.014,0.574
lovely,"masura, irisk, runail",0.045,0.031,0.003,0.063,2.034,0.001,1.034,0.532
"irisk, runail, lovely",milv,0.013,0.054,0.002,0.158,2.937,0.001,1.124,0.668
"milv, irisk, lovely",runail,0.002,0.330,0.002,0.821,2.491,0.001,3.753,0.600
"milv, runail, lovely",irisk,0.003,0.297,0.002,0.742,2.495,0.001,2.723,0.601
"milv, irisk, runail",lovely,0.017,0.045,0.002,0.121,2.675,0.001,1.086,0.637
"irisk, lovely","milv, runail",0.021,0.027,0.002,0.097,3.620,0.001,1.078,0.739
"runail, lovely","irisk, milv",0.021,0.024,0.002,0.096,3.943,0.001,1.079,0.762
"milv, lovely","irisk, runail",0.004,0.153,0.002,0.561,3.657,0.001,1.928,0.729
"irisk, runail","milv, lovely",0.153,0.004,0.002,0.013,3.657,0.001,1.010,0.858
"irisk, milv","runail, lovely",0.024,0.021,0.002,0.082,3.943,0.001,1.067,0.765
"milv, runail","irisk, lovely",0.027,0.021,0.002,0.075,3.620,0.001,1.059,0.744
lovely,"milv, irisk, runail",0.045,0.017,0.002,0.044,2.675,0.001,1.029,0.656
milv,"irisk, runail, lovely",0.054,0.013,0.002,0.037,2.937,0.001,1.026,0.697
"nagaraku, irisk, runail",lovely,0.007,0.045,0.003,0.363,8.032,0.002,1.498,0.882
"nagaraku, irisk, lovely",runail,0.006,0.330,0.003,0.463,1.403,0.001,1.247,0.289
"nagaraku, lovely, runail",irisk,0.004,0.297,0.003,0.633,2.128,0.001,1.913,0.532
"lovely, irisk, runail",nagaraku,0.013,0.029,0.003,0.213,7.284,0.002,1.234,0.874
"nagaraku, irisk","lovely, runail",0.015,0.021,0.003,0.183,8.764,0.002,1.198,0.899
"nagaraku, runail","irisk, lovely",0.012,0.021,0.003,0.230,11.138,0.002,1.273,0.921
"nagaraku, lovely","irisk, runail",0.010,0.153,0.003,0.281,1.829,0.001,1.177,0.458
"irisk, runail","nagaraku, lovely",0.153,0.010,0.003,0.018,1.829,0.001,1.008,0.535
"irisk, lovely","nagaraku, runail",0.021,0.012,0.003,0.131,11.138,0.002,1.137,0.929
"lovely, runail","nagaraku, irisk",0.021,0.015,0.003,0.130,8.764,0.002,1.132,0.905
nagaraku,"lovely, irisk, runail",0.029,0.013,0.003,0.093,7.284,0.002,1.088,0.889
lovely,"nagaraku, irisk, runail",0.045,0.007,0.003,0.060,8.032,0.002,1.056,0.917
"irisk, severina, runail",lovely,0.023,0.045,0.002,0.098,2.177,0.001,1.059,0.554
"lovely, irisk, runail",severina,0.013,0.062,0.002,0.179,2.878,0.001,1.142,0.661
"lovely, severina, runail",irisk,0.003,0.297,0.002,0.722,2.429,0.001,2.530,0.590
"irisk, severina, lovely",runail,0.003,0.330,0.002,0.852,2.585,0.001,4.542,0.615
"irisk, runail","severina, lovely",0.153,0.004,0.002,0.015,3.389,0.002,1.011,0.833
"severina, runail","irisk, lovely",0.036,0.021,0.002,0.063,3.046,0.002,1.045,0.697
"lovely, runail","irisk, severina",0.021,0.033,0.002,0.109,3.309,0.002,1.085,0.713
"irisk, severina","lovely, runail",0.033,0.021,0.002,0.069,3.309,0.002,1.052,0.722
"irisk, lovely","severina, runail",0.021,0.036,0.002,0.110,3.046,0.002,1.083,0.686
"severina, lovely","irisk, runail",0.004,0.153,0.002,0.520,3.389,0.002,1.764,0.708
severina,"lovely, irisk, runail",0.062,0.013,0.002,0.037,2.878,0.001,1.025,0.696
lovely,"irisk, severina, runail",0.045,0.023,0.002,0.050,2.177,0.001,1.029,0.566
"uno, irisk, runail",lovely,0.021,0.045,0.002,0.101,2.229,0.001,1.062,0.563
"uno, irisk, lovely",runail,0.003,0.330,0.002,0.800,2.426,0.001,3.351,0.589
"lovely, uno, runail",irisk,0.003,0.297,0.002,0.738,2.483,0.001,2.687,0.599
"lovely, irisk, runail",uno,0.013,0.085,0.002,0.165,1.951,0.001,1.096,0.494
"uno, irisk","lovely, runail",0.033,0.021,0.002,0.063,3.011,0.001,1.045,0.691
"uno, runail","irisk, lovely",0.038,0.021,0.002,0.055,2.666,0.001,1.036,0.650
"uno, lovely","irisk, runail",0.005,0.153,0.002,0.397,2.586,0.001,1.403,0.617
"irisk, runail","uno, lovely",0.153,0.005,0.002,0.014,2.586,0.001,1.008,0.724
"irisk, lovely","uno, runail",0.021,0.038,0.002,0.101,2.666,0.001,1.070,0.638
"lovely, runail","uno, irisk",0.021,0.033,0.002,0.100,3.011,0.001,1.075,0.682
uno,"lovely, irisk, runail",0.085,0.013,0.002,0.025,1.951,0.001,1.012,0.532
lovely,"uno, irisk, runail",0.045,0.021,0.002,0.046,2.229,0.001,1.027,0.577
"zinger, irisk, runail",lovely,0.018,0.045,0.002,0.122,2.707,0.001,1.088,0.642
"zinger, irisk, lovely",runail,0.003,0.330,0.002,0.831,2.518,0.001,3.954,0.604
"zinger, lovely, runail",irisk,0.003,0.297,0.002,0.778,2.616,0.001,3.162,0.619
"lovely, irisk, runail",zinger,0.013,0.059,0.002,0.168,2.859,0.001,1.132,0.659
"zinger, irisk","lovely, runail",0.026,0.021,0.002,0.082,3.933,0.002,1.067,0.766
"zinger, runail","irisk, lovely",0.029,0.021,0.002,0.075,3.621,0.002,1.059,0.745
"zinger, lovely","irisk, runail",0.004,0.153,0.002,0.527,3.434,0.002,1.789,0.712
"irisk, runail","zinger, lovely",0.153,0.004,0.002,0.014,3.434,0.002,1.010,0.837
"irisk, lovely","zinger, runail",0.021,0.029,0.002,0.103,3.621,0.002,1.083,0.739
"lovely, runail","zinger, irisk",0.021,0.026,0.002,0.103,3.933,0.002,1.085,0.762
zinger,"lovely, irisk, runail",0.059,0.013,0.002,0.036,2.859,0.001,1.025,0.691
lovely,"zinger, irisk, runail",0.045,0.018,0.002,0.047,2.707,0.001,1.031,0.660
"masura, irisk, runail",milv,0.031,0.054,0.005,0.151,2.807,0.003,1.115,0.664
"masura, irisk, milv",runail,0.006,0.330,0.005,0.793,2.403,0.003,3.231,0.587
"masura, milv, runail",irisk,0.007,0.297,0.005,0.690,2.322,0.003,2.269,0.573
"milv, irisk, runail",masura,0.017,0.109,0.005,0.281,2.572,0.003,1.239,0.622
"masura, irisk","milv, runail",0.046,0.027,0.005,0.102,3.787,0.003,1.083,0.771
"masura, runail","irisk, milv",0.058,0.024,0.005,0.080,3.289,0.003,1.061,0.739
"masura, milv","irisk, runail",0.010,0.153,0.005,0.482,3.142,0.003,1.634,0.688
"irisk, runail","masura, milv",0.153,0.010,0.005,0.030,3.142,0.003,1.021,0.805
"irisk, milv","masura, runail",0.024,0.058,0.005,0.191,3.289,0.003,1.165,0.713
"milv, runail","masura, irisk",0.027,0.046,0.005,0.174,3.787,0.003,1.155,0.756
masura,"milv, irisk, runail",0.109,0.017,0.005,0.043,2.572,0.003,1.027,0.686
irisk,"masura, milv, runail",0.297,0.007,0.005,0.016,2.322,0.003,1.009,0.810
runail,"masura, irisk, milv",0.330,0.006,0.005,0.014,2.403,0.003,1.008,0.871
milv,"masura, irisk, runail",0.054,0.031,0.005,0.087,2.807,0.003,1.061,0.680
"masura, irisk, pole",runail,0.004,0.330,0.004,0.851,2.582,0.002,4.513,0.615
"masura, irisk, runail",pole,0.031,0.037,0.004,0.121,3.293,0.003,1.096,0.718
"masura, pole, runail",irisk,0.006,0.297,0.004,0.672,2.259,0.002,2.141,0.561
"irisk, pole, runail",masura,0.012,0.109,0.004,0.302,2.764,0.002,1.276,0.646
"masura, irisk","pole, runail",0.046,0.021,0.004,0.082,3.943,0.003,1.066,0.782
"masura, pole","irisk, runail",0.008,0.153,0.004,0.489,3.185,0.003,1.656,0.691
"masura, runail","irisk, pole",0.058,0.017,0.004,0.065,3.868,0.003,1.051,0.787
"irisk, pole","masura, runail",0.017,0.058,0.004,0.225,3.868,0.003,1.215,0.754
"irisk, runail","masura, pole",0.153,0.008,0.004,0.024,3.185,0.003,1.017,0.810
"pole, runail","masura, irisk",0.021,0.046,0.004,0.181,3.943,0.003,1.165,0.762
masura,"irisk, pole, runail",0.109,0.012,0.004,0.034,2.764,0.002,1.023,0.716
irisk,"masura, pole, runail",0.297,0.006,0.004,0.013,2.259,0.002,1.007,0.793
pole,"masura, irisk, runail",0.037,0.031,0.004,0.102,3.293,0.003,1.079,0.723
runail,"masura, irisk, pole",0.330,0.004,0.004,0.011,2.582,0.002,1.007,0.914
"masura, irisk, roubloff",runail,0.003,0.330,0.003,0.868,2.631,0.002,5.064,0.622
"masura, irisk, runail",roubloff,0.031,0.027,0.003,0.083,3.059,0.002,1.061,0.695
"masura, roubloff, runail",irisk,0.004,0.297,0.003,0.686,2.307,0.001,2.238,0.569
"irisk, roubloff, runail",masura,0.010,0.109,0.003,0.262,2.402,0.002,1.207,0.589
"masura, irisk","roubloff, runail",0.046,0.017,0.003,0.056,3.279,0.002,1.041,0.729
"masura, roubloff","irisk, runail",0.005,0.153,0.003,0.567,3.698,0.002,1.957,0.733
"masura, runail","irisk, roubloff",0.058,0.013,0.003,0.044,3.379,0.002,1.033,0.748
"irisk, roubloff","masura, runail",0.013,0.058,0.003,0.197,3.379,0.002,1.172,0.713
"irisk, runail","masura, roubloff",0.153,0.005,0.003,0.017,3.698,0.002,1.012,0.862
"roubloff, runail","masura, irisk",0.017,0.046,0.003,0.151,3.279,0.002,1.124,0.707
masura,"irisk, roubloff, runail",0.109,0.010,0.003,0.024,2.402,0.002,1.014,0.655
roubloff,"masura, irisk, runail",0.027,0.031,0.003,0.095,3.059,0.002,1.070,0.692
"masura, irisk, severina",runail,0.008,0.330,0.007,0.815,2.472,0.004,3.627,0.600
"masura, irisk, runail",severina,0.031,0.062,0.007,0.212,3.413,0.005,1.190,0.730
"masura, severina, runail",irisk,0.009,0.297,0.007,0.758,2.548,0.004,2.898,0.613
"irisk, severina, runail",masura,0.023,0.109,0.007,0.284,2.597,0.004,1.243,0.629
"masura, irisk","severina, runail",0.046,0.036,0.007,0.142,3.951,0.005,1.124,0.783
"masura, severina","irisk, runail",0.012,0.153,0.007,0.554,3.608,0.005,1.896,0.731
"masura, runail","irisk, severina",0.058,0.033,0.007,0.113,3.423,0.005,1.090,0.752
"irisk, severina","masura, runail",0.033,0.058,0.007,0.199,3.423,0.005,1.176,0.732
"irisk, runail","masura, severina",0.153,0.012,0.007,0.043,3.608,0.005,1.032,0.854
"severina, runail","masura, irisk",0.036,0.046,0.007,0.182,3.951,0.005,1.166,0.775
masura,"irisk, severina, runail",0.109,0.023,0.007,0.060,2.597,0.004,1.039,0.690
irisk,"masura, severina, runail",0.297,0.009,0.007,0.022,2.548,0.004,1.014,0.865
severina,"masura, irisk, runail",0.062,0.031,0.007,0.105,3.413,0.005,1.083,0.754
runail,"masura, irisk, severina",0.330,0.008,0.007,0.020,2.472,0.004,1.012,0.888
"masura, uno, irisk",runail,0.007,0.330,0.005,0.772,2.340,0.003,2.934,0.577
"masura, uno, runail",irisk,0.008,0.297,0.005,0.648,2.178,0.003,1.994,0.545
"masura, irisk, runail",uno,0.031,0.085,0.005,0.177,2.088,0.003,1.112,0.538
"uno, irisk, runail",masura,0.021,0.109,0.005,0.262,2.400,0.003,1.207,0.596
"masura, uno","irisk, runail",0.013,0.153,0.005,0.410,2.671,0.003,1.434,0.634
"masura, irisk","uno, runail",0.046,0.038,0.005,0.119,3.122,0.004,1.091,0.713
"masura, runail","uno, irisk",0.058,0.033,0.005,0.094,2.811,0.004,1.067,0.684
"uno, irisk","masura, runail",0.033,0.058,0.005,0.164,2.811,0.004,1.126,0.667
"uno, runail","masura, irisk",0.038,0.046,0.005,0.144,3.122,0.004,1.114,0.707
"irisk, runail","masura, uno",0.153,0.013,0.005,0.036,2.671,0.003,1.023,0.739
masura,"uno, irisk, runail",0.109,0.021,0.005,0.050,2.400,0.003,1.031,0.655
uno,"masura, irisk, runail",0.085,0.031,0.005,0.065,2.088,0.003,1.036,0.569
irisk,"masura, uno, runail",0.297,0.008,0.005,0.018,2.178,0.003,1.010,0.770
runail,"masura, uno, irisk",0.330,0.007,0.005,0.017,2.340,0.003,1.010,0.854
"masura, irisk, yoko",runail,0.003,0.330,0.003,0.825,2.502,0.002,3.830,0.602
"masura, yoko, runail",irisk,0.004,0.297,0.003,0.742,2.494,0.002,2.719,0.601
"masura, irisk, runail",yoko,0.031,0.041,0.003,0.093,2.252,0.002,1.057,0.574
"irisk, yoko, runail",masura,0.011,0.109,0.003,0.251,2.298,0.002,1.189,0.571
"masura, yoko","irisk, runail",0.005,0.153,0.003,0.550,3.585,0.002,1.881,0.725
"masura, irisk","yoko, runail",0.046,0.019,0.003,0.063,3.320,0.002,1.047,0.733
"masura, runail","irisk, yoko",0.058,0.019,0.003,0.050,2.644,0.002,1.032,0.660
"irisk, yoko","masura, runail",0.019,0.058,0.003,0.154,2.644,0.002,1.113,0.634
"yoko, runail","masura, irisk",0.019,0.046,0.003,0.153,3.320,0.002,1.126,0.712
"irisk, runail","masura, yoko",0.153,0.005,0.003,0.019,3.585,0.002,1.014,0.852
masura,"irisk, yoko, runail",0.109,0.011,0.003,0.026,2.298,0.002,1.015,0.634
yoko,"masura, irisk, runail",0.041,0.031,0.003,0.070,2.252,0.002,1.042,0.580
"masura, zinger, irisk",runail,0.005,0.330,0.004,0.817,2.478,0.002,3.670,0.600
"masura, zinger, runail",irisk,0.006,0.297,0.004,0.667,2.242,0.002,2.108,0.557
"masura, irisk, runail",zinger,0.031,0.059,0.004,0.133,2.254,0.002,1.085,0.574
"zinger, irisk, runail",masura,0.018,0.109,0.004,0.234,2.147,0.002,1.164,0.544
"masura, zinger","irisk, runail",0.008,0.153,0.004,0.487,3.175,0.003,1.650,0.691
"masura, irisk","zinger, runail",0.046,0.029,0.004,0.089,3.123,0.003,1.067,0.713
"masura, runail","zinger, irisk",0.058,0.026,0.004,0.071,2.706,0.003,1.048,0.669
"zinger, irisk","masura, runail",0.026,0.058,0.004,0.157,2.706,0.003,1.118,0.647
"zinger, runail","masura, irisk",0.029,0.046,0.004,0.144,3.123,0.003,1.114,0.700
"irisk, runail","masura, zinger",0.153,0.008,0.004,0.027,3.175,0.003,1.019,0.809
masura,"zinger, irisk, runail",0.109,0.018,0.004,0.038,2.147,0.002,1.021,0.600
zinger,"masura, irisk, runail",0.059,0.031,0.004,0.070,2.254,0.002,1.042,0.591
irisk,"masura, zinger, runail",0.297,0.006,0.004,0.014,2.242,0.002,1.008,0.788
runail,"masura, zinger, irisk",0.330,0.005,0.004,0.012,2.478,0.002,1.008,0.890
"irisk, pole, runail",milv,0.012,0.054,0.003,0.225,4.172,0.002,1.220,0.770
"irisk, pole, milv",runail,0.003,0.330,0.003,0.853,2.587,0.002,4.570,0.616
"milv, irisk, runail",pole,0.017,0.037,0.003,0.168,4.553,0.002,1.158,0.794
"milv, pole, runail",irisk,0.003,0.297,0.003,0.810,2.724,0.002,3.701,0.635
"irisk, pole","milv, runail",0.017,0.027,0.003,0.168,6.250,0.002,1.169,0.854
"irisk, runail","pole, milv",0.153,0.004,0.003,0.018,4.172,0.002,1.014,0.898
"irisk, milv","pole, runail",0.024,0.021,0.003,0.114,5.532,0.002,1.106,0.840
"pole, runail","irisk, milv",0.021,0.024,0.003,0.135,5.532,0.002,1.128,0.837
"pole, milv","irisk, runail",0.004,0.153,0.003,0.640,4.172,0.002,2.352,0.764
"milv, runail","irisk, pole",0.027,0.017,0.003,0.104,6.250,0.002,1.098,0.863
pole,"milv, irisk, runail",0.037,0.017,0.003,0.076,4.553,0.002,1.064,0.810
milv,"irisk, pole, runail",0.054,0.012,0.003,0.052,4.172,0.002,1.042,0.804
"irisk, severina, runail",milv,0.023,0.054,0.003,0.147,2.739,0.002,1.110,0.650
"milv, irisk, runail",severina,0.017,0.062,0.003,0.205,3.298,0.002,1.179,0.709
"milv, severina, runail",irisk,0.004,0.297,0.003,0.788,2.650,0.002,3.312,0.625
"irisk, severina, milv",runail,0.004,0.330,0.003,0.796,2.413,0.002,3.284,0.588
"irisk, runail","severina, milv",0.153,0.006,0.003,0.022,3.684,0.002,1.017,0.861
"severina, runail","irisk, milv",0.036,0.024,0.003,0.095,3.874,0.003,1.077,0.770
"milv, runail","irisk, severina",0.027,0.033,0.003,0.127,3.864,0.003,1.108,0.762
"irisk, severina","milv, runail",0.033,0.027,0.003,0.104,3.864,0.003,1.086,0.766
"irisk, milv","severina, runail",0.024,0.036,0.003,0.140,3.874,0.003,1.120,0.760
"severina, milv","irisk, runail",0.006,0.153,0.003,0.565,3.684,0.002,1.947,0.733
runail,"irisk, severina, milv",0.330,0.004,0.003,0.010,2.413,0.002,1.006,0.874
irisk,"milv, severina, runail",0.297,0.004,0.003,0.011,2.650,0.002,1.007,0.886
severina,"milv, irisk, runail",0.062,0.017,0.003,0.055,3.298,0.002,1.040,0.743
milv,"irisk, severina, runail",0.054,0.023,0.003,0.063,2.739,0.002,1.043,0.671
"uno, irisk, runail",milv,0.021,0.054,0.003,0.136,2.531,0.002,1.095,0.618
"uno, irisk, milv",runail,0.004,0.330,0.003,0.793,2.404,0.002,3.233,0.586
"milv, uno, runail",irisk,0.004,0.297,0.003,0.739,2.484,0.002,2.688,0.600
"milv, irisk, runail",uno,0.017,0.085,0.003,0.171,2.017,0.001,1.104,0.513
"uno, irisk","milv, runail",0.033,0.027,0.003,0.085,3.174,0.002,1.064,0.709
"uno, runail","irisk, milv",0.038,0.024,0.003,0.075,3.061,0.002,1.054,0.700
"uno, milv","irisk, runail",0.006,0.153,0.003,0.471,3.070,0.002,1.600,0.678
"irisk, runail","uno, milv",0.153,0.006,0.003,0.018,3.070,0.002,1.013,0.796
"irisk, milv","uno, runail",0.024,0.038,0.003,0.116,3.061,0.002,1.089,0.690
"milv, runail","uno, irisk",0.027,0.033,0.003,0.106,3.174,0.002,1.081,0.704
uno,"milv, irisk, runail",0.085,0.017,0.003,0.034,2.017,0.001,1.018,0.551
milv,"uno, irisk, runail",0.054,0.021,0.003,0.053,2.531,0.002,1.034,0.639
"zinger, irisk, runail",milv,0.018,0.054,0.003,0.150,2.780,0.002,1.113,0.652
"zinger, irisk, milv",runail,0.003,0.330,0.003,0.769,2.332,0.001,2.904,0.573
"zinger, milv, runail",irisk,0.003,0.297,0.003,0.750,2.522,0.002,2.811,0.606
"milv, irisk, runail",zinger,0.017,0.059,0.003,0.157,2.674,0.002,1.117,0.637
"zinger, irisk","milv, runail",0.026,0.027,0.003,0.101,3.749,0.002,1.082,0.753
"zinger, runail","irisk, milv",0.029,0.024,0.003,0.092,3.759,0.002,1.074,0.756
"zinger, milv","irisk, runail",0.005,0.153,0.003,0.508,3.314,0.002,1.722,0.702
"irisk, runail","zinger, milv",0.153,0.005,0.003,0.017,3.314,0.002,1.012,0.825
"irisk, milv","zinger, runail",0.024,0.029,0.003,0.107,3.759,0.002,1.088,0.752
"milv, runail","zinger, irisk",0.027,0.026,0.003,0.098,3.749,0.002,1.079,0.753
zinger,"milv, irisk, runail",0.059,0.017,0.003,0.044,2.674,0.002,1.029,0.665
milv,"zinger, irisk, runail",0.054,0.018,0.003,0.049,2.780,0.002,1.033,0.677
"severina, irisk, pole",runail,0.004,0.330,0.003,0.852,2.583,0.002,4.524,0.615
"irisk, pole, runail",severina,0.012,0.062,0.003,0.242,3.900,0.002,1.238,0.753
"irisk, severina, runail",pole,0.023,0.037,0.003,0.130,3.536,0.002,1.108,0.734
"pole, severina, runail",irisk,0.004,0.297,0.003,0.812,2.730,0.002,3.733,0.636
"irisk, pole","severina, runail",0.017,0.036,0.003,0.181,5.015,0.002,1.176,0.814
"irisk, severina","pole, runail",0.033,0.021,0.003,0.092,4.428,0.002,1.078,0.800
"irisk, runail","pole, severina",0.153,0.005,0.003,0.020,4.052,0.002,1.015,0.890
"pole, severina","irisk, runail",0.005,0.153,0.003,0.622,4.052,0.002,2.237,0.757
"pole, runail","irisk, severina",0.021,0.033,0.003,0.146,4.428,0.002,1.132,0.791
"severina, runail","irisk, pole",0.036,0.017,0.003,0.084,5.015,0.002,1.073,0.831
irisk,"pole, severina, runail",0.297,0.004,0.003,0.010,2.730,0.002,1.006,0.902
pole,"irisk, severina, runail",0.037,0.023,0.003,0.082,3.536,0.002,1.064,0.745
severina,"irisk, pole, runail",0.062,0.012,0.003,0.049,3.900,0.002,1.038,0.793
"uno, irisk, pole",runail,0.003,0.330,0.002,0.764,2.316,0.001,2.839,0.570
"uno, irisk, runail",pole,0.021,0.037,0.002,0.115,3.125,0.002,1.089,0.695
"irisk, pole, runail",uno,0.012,0.085,0.002,0.193,2.282,0.001,1.134,0.569
"uno, pole, runail",irisk,0.003,0.297,0.002,0.753,2.534,0.001,2.850,0.607
"uno, irisk","pole, runail",0.033,0.021,0.002,0.072,3.479,0.002,1.055,0.737
"irisk, pole","uno, runail",0.017,0.038,0.002,0.144,3.791,0.002,1.124,0.749
"irisk, runail","uno, pole",0.153,0.005,0.002,0.016,3.038,0.002,1.011,0.792
"uno, pole","irisk, runail",0.005,0.153,0.002,0.466,3.038,0.002,1.586,0.674
"uno, runail","irisk, pole",0.038,0.017,0.002,0.063,3.791,0.002,1.050,0.765
"pole, runail","uno, irisk",0.021,0.033,0.002,0.116,3.479,0.002,1.094,0.728
uno,"irisk, pole, runail",0.085,0.012,0.002,0.028,2.282,0.001,1.016,0.614
pole,"uno, irisk, runail",0.037,0.021,0.002,0.065,3.125,0.002,1.047,0.706
"zinger, irisk, pole",runail,0.002,0.330,0.002,0.909,2.757,0.001,7.372,0.639
"zinger, irisk, runail",pole,0.018,0.037,0.002,0.125,3.380,0.002,1.100,0.717
"zinger, pole, runail",irisk,0.003,0.297,0.002,0.781,2.627,0.001,3.212,0.621
