antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"bpw_style, airnails",runail,0.004,0.330,0.002,0.632,1.913,0.001,1.820,0.479
bpw_style,"runail, airnails",0.113,0.006,0.002,0.022,3.746,0.002,1.016,0.826
airnails,"runail, bpw_style",0.016,0.061,0.002,0.153,2.523,0.001,1.109,0.613
"runail, airnails",irisk,0.006,0.260,0.004,0.615,2.364,0.002,1.923,0.580
"runail, irisk",airnails,0.139,0.016,0.004,0.025,1.595,0.001,1.010,0.433
"airnails, irisk",runail,0.006,0.330,0.004,0.606,1.834,0.002,1.700,0.457
runail,"airnails, irisk",0.330,0.006,0.004,0.011,1.834,0.002,1.005,0.679
airnails,"runail, irisk",0.016,0.139,0.004,0.222,1.595,0.001,1.107,0.379
irisk,"runail, airnails",0.260,0.006,0.004,0.014,2.364,0.002,1.008,0.780
"art, visage",concept,0.026,0.047,0.002,0.089,1.906,0.001,1.047,0.488
"art, concept",visage,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
"visage, concept",art,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
art,"visage, concept",0.026,0.002,0.002,0.089,38.703,0.002,1.096,1.000
visage,"art, concept",0.026,0.002,0.002,0.089,38.703,0.002,1.096,1.000
concept,"art, visage",0.047,0.026,0.002,0.049,1.906,0.001,1.025,0.499
"art, visage",domix,0.026,0.070,0.003,0.105,1.490,0.001,1.039,0.338
"art, domix",visage,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
"visage, domix",art,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
art,"visage, domix",0.026,0.003,0.003,0.105,38.703,0.003,1.114,1.000
visage,"art, domix",0.026,0.003,0.003,0.105,38.703,0.003,1.114,1.000
domix,"art, visage",0.070,0.026,0.003,0.039,1.490,0.001,1.013,0.354
"estel, art",visage,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.978
"estel, visage",art,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.978
"art, visage",estel,0.026,0.089,0.003,0.134,1.500,0.001,1.052,0.342
estel,"art, visage",0.089,0.026,0.003,0.039,1.500,0.001,1.013,0.366
art,"estel, visage",0.026,0.003,0.003,0.134,38.703,0.003,1.151,1.000
visage,"estel, art",0.026,0.003,0.003,0.134,38.703,0.003,1.151,1.000
"grattol, art",visage,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
"grattol, visage",art,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
"art, visage",grattol,0.026,0.163,0.003,0.101,0.622,-0.002,0.931,-0.385
grattol,"art, visage",0.163,0.026,0.003,0.016,0.622,-0.002,0.990,-0.421
art,"grattol, visage",0.026,0.003,0.003,0.101,38.703,0.003,1.110,1.000
visage,"grattol, art",0.026,0.003,0.003,0.101,38.703,0.003,1.110,1.000
"ingarden, art",visage,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
"ingarden, visage",art,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
"art, visage",ingarden,0.026,0.102,0.002,0.086,0.844,-0.000,0.983,-0.159
ingarden,"art, visage",0.102,0.026,0.002,0.022,0.844,-0.000,0.996,-0.170
art,"ingarden, visage",0.026,0.002,0.002,0.086,38.703,0.002,1.092,1.000
visage,"ingarden, art",0.026,0.002,0.002,0.086,38.703,0.002,1.092,1.000
"runail, art",irisk,0.008,0.260,0.004,0.549,2.109,0.002,1.641,0.530
"runail, irisk",art,0.139,0.026,0.004,0.030,1.172,0.001,1.005,0.170
"art, irisk",runail,0.009,0.330,0.004,0.475,1.438,0.001,1.275,0.307
runail,"art, irisk",0.330,0.009,0.004,0.013,1.438,0.001,1.004,0.455
art,"runail, irisk",0.026,0.139,0.004,0.163,1.172,0.001,1.029,0.150
irisk,"runail, art",0.260,0.008,0.004,0.016,2.109,0.002,1.009,0.711
"art, visage",irisk,0.026,0.260,0.009,0.344,1.320,0.002,1.127,0.249
"art, irisk",visage,0.009,0.026,0.009,1.000,38.703,0.009,inf,0.983
"visage, irisk",art,0.009,0.026,0.009,1.000,38.703,0.009,inf,0.983
art,"visage, irisk",0.026,0.009,0.009,0.344,38.703,0.009,1.510,1.000
visage,"art, irisk",0.026,0.009,0.009,0.344,38.703,0.009,1.510,1.000
irisk,"art, visage",0.260,0.026,0.009,0.034,1.320,0.002,1.009,0.328
"kapous, art",visage,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
"kapous, visage",art,0.003,0.026,0.003,1.000,38.703,0.003,inf,0.977
"art, visage",kapous,0.026,0.066,0.003,0.105,1.581,0.001,1.043,0.377
kapous,"art, visage",0.066,0.026,0.003,0.041,1.581,0.001,1.016,0.394
art,"kapous, visage",0.026,0.003,0.003,0.105,38.703,0.003,1.114,1.000
visage,"kapous, art",0.026,0.003,0.003,0.105,38.703,0.003,1.114,1.000
"art, visage",masura,0.026,0.095,0.002,0.082,0.870,-0.000,0.987,-0.133
"art, masura",visage,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
"visage, masura",art,0.002,0.026,0.002,1.000,38.703,0.002,inf,0.976
art,"visage, masura",0.026,0.002,0.002,0.082,38.703,0.002,1.088,1.000
visage,"art, masura",0.026,0.002,0.002,0.082,38.703,0.002,1.088,1.000
masura,"art, visage",0.095,0.026,0.002,0.022,0.870,-0.000,0.997,-0.142
"runail, art",visage,0.008,0.026,0.008,1.000,38.703,0.007,inf,0.982
"runail, visage",art,0.008,0.026,0.008,1.000,38.703,0.007,inf,0.982
"art, visage",runail,0.026,0.330,0.008,0.297,0.900,-0.001,0.953,-0.103
runail,"art, visage",0.330,0.026,0.008,0.023,0.900,-0.001,0.997,-0.143
art,"runail, visage",0.026,0.008,0.008,0.297,38.703,0.007,1.412,1.000
visage,"runail, art",0.026,0.008,0.008,0.297,38.703,0.007,1.412,1.000
"runail, artex",irisk,0.004,0.260,0.003,0.590,2.266,0.001,1.804,0.561
"runail, irisk",artex,0.139,0.008,0.003,0.019,2.217,0.001,1.011,0.638
"artex, irisk",runail,0.004,0.330,0.003,0.686,2.076,0.001,2.133,0.520
artex,"runail, irisk",0.008,0.139,0.003,0.309,2.217,0.001,1.245,0.554
irisk,"runail, artex",0.260,0.004,0.003,0.010,2.266,0.001,1.006,0.755
"runail, beautix",irisk,0.005,0.260,0.003,0.546,2.098,0.001,1.630,0.526
"runail, irisk",beautix,0.139,0.014,0.003,0.019,1.299,0.001,1.004,0.268
"beautix, irisk",runail,0.004,0.330,0.003,0.590,1.786,0.001,1.633,0.442
beautix,"runail, irisk",0.014,0.139,0.003,0.181,1.299,0.001,1.051,0.234
irisk,"runail, beautix",0.260,0.005,0.003,0.010,2.098,0.001,1.005,0.708
"runail, free",beauty,0.002,0.004,0.002,1.000,239.628,0.002,inf,0.998
"runail, beauty",free,0.002,0.004,0.002,1.000,239.628,0.002,inf,0.998
"free, beauty",runail,0.004,0.330,0.002,0.585,1.771,0.001,1.614,0.437
free,"runail, beauty",0.004,0.002,0.002,0.585,239.628,0.002,2.404,1.000
beauty,"runail, free",0.004,0.002,0.002,0.585,239.628,0.002,2.404,1.000
"runail, benovy",domix,0.008,0.070,0.002,0.272,3.863,0.002,1.276,0.747
"runail, domix",benovy,0.036,0.015,0.002,0.058,3.811,0.002,1.045,0.765
"benovy, domix",runail,0.003,0.330,0.002,0.701,2.123,0.001,2.243,0.531
benovy,"runail, domix",0.015,0.036,0.002,0.138,3.811,0.002,1.118,0.749
domix,"runail, benovy",0.070,0.008,0.002,0.030,3.863,0.002,1.023,0.797
"grattol, benovy",irisk,0.004,0.260,0.002,0.586,2.252,0.001,1.788,0.558
"grattol, irisk",benovy,0.052,0.015,0.002,0.043,2.873,0.001,1.030,0.688
"benovy, irisk",grattol,0.008,0.163,0.002,0.300,1.839,0.001,1.196,0.460
grattol,"benovy, irisk",0.163,0.008,0.002,0.014,1.839,0.001,1.006,0.545
benovy,"grattol, irisk",0.015,0.052,0.002,0.150,2.873,0.001,1.115,0.662
"runail, grattol",benovy,0.069,0.015,0.002,0.031,2.038,0.001,1.016,0.547
"runail, benovy",grattol,0.008,0.163,0.002,0.277,1.701,0.001,1.158,0.415
"grattol, benovy",runail,0.004,0.330,0.002,0.552,1.670,0.001,1.494,0.403
grattol,"runail, benovy",0.163,0.008,0.002,0.013,1.701,0.001,1.005,0.492
benovy,"runail, grattol",0.015,0.069,0.002,0.141,2.038,0.001,1.084,0.517
"ingarden, benovy",irisk,0.003,0.260,0.002,0.667,2.561,0.001,2.219,0.611
"ingarden, irisk",benovy,0.043,0.015,0.002,0.049,3.265,0.001,1.036,0.725
"benovy, irisk",ingarden,0.008,0.102,0.002,0.282,2.775,0.001,1.252,0.644
ingarden,"benovy, irisk",0.102,0.008,0.002,0.021,2.775,0.001,1.014,0.712
benovy,"ingarden, irisk",0.015,0.043,0.002,0.141,3.265,0.001,1.114,0.704
"runail, ingarden",benovy,0.056,0.015,0.002,0.043,2.853,0.002,1.029,0.688
"runail, benovy",ingarden,0.008,0.102,0.002,0.312,3.068,0.002,1.306,0.679
"ingarden, benovy",runail,0.003,0.330,0.002,0.750,2.270,0.001,2.678,0.561
ingarden,"runail, benovy",0.102,0.008,0.002,0.024,3.068,0.002,1.016,0.750
benovy,"runail, ingarden",0.015,0.056,0.002,0.159,2.853,0.002,1.123,0.659
"runail, benovy",irisk,0.008,0.260,0.005,0.636,2.442,0.003,2.031,0.595
"runail, irisk",benovy,0.139,0.015,0.005,0.035,2.322,0.003,1.021,0.662
"benovy, irisk",runail,0.008,0.330,0.005,0.647,1.958,0.002,1.897,0.493
runail,"benovy, irisk",0.330,0.008,0.005,0.015,1.958,0.002,1.007,0.731
benovy,"runail, irisk",0.015,0.139,0.005,0.324,2.322,0.003,1.272,0.578
irisk,"runail, benovy",0.260,0.008,0.005,0.019,2.442,0.003,1.011,0.798
"grattol, bpw_style",bluesky,0.032,0.042,0.002,0.072,1.705,0.001,1.032,0.427
"grattol, bluesky",bpw_style,0.009,0.113,0.002,0.265,2.349,0.001,1.207,0.579
"bpw_style, bluesky",grattol,0.008,0.163,0.002,0.308,1.886,0.001,1.209,0.473
grattol,"bpw_style, bluesky",0.163,0.008,0.002,0.014,1.886,0.001,1.007,0.561
bpw_style,"grattol, bluesky",0.113,0.009,0.002,0.020,2.349,0.001,1.012,0.647
bluesky,"grattol, bpw_style",0.042,0.032,0.002,0.055,1.705,0.001,1.024,0.432
"ingarden, bpw_style",bluesky,0.025,0.042,0.002,0.091,2.167,0.001,1.054,0.553
"ingarden, bluesky",bpw_style,0.006,0.113,0.002,0.359,3.175,0.002,1.383,0.690
"bpw_style, bluesky",ingarden,0.008,0.102,0.002,0.308,3.024,0.002,1.297,0.674
ingarden,"bpw_style, bluesky",0.102,0.008,0.002,0.023,3.024,0.002,1.016,0.745
bpw_style,"ingarden, bluesky",0.113,0.006,0.002,0.020,3.175,0.002,1.014,0.772
bluesky,"ingarden, bpw_style",0.042,0.025,0.002,0.055,2.167,0.001,1.031,0.562
"bpw_style, bluesky",irisk,0.008,0.260,0.003,0.462,1.773,0.002,1.374,0.439
"bpw_style, irisk",bluesky,0.047,0.042,0.003,0.073,1.747,0.001,1.034,0.449
"bluesky, irisk",bpw_style,0.015,0.113,0.003,0.232,2.055,0.002,1.155,0.521
bpw_style,"bluesky, irisk",0.113,0.015,0.003,0.031,2.055,0.002,1.016,0.579
bluesky,"bpw_style, irisk",0.042,0.047,0.003,0.083,1.747,0.001,1.038,0.446
irisk,"bpw_style, bluesky",0.260,0.008,0.003,0.013,1.773,0.002,1.006,0.589
"runail, bpw_style",bluesky,0.061,0.042,0.005,0.081,1.940,0.002,1.043,0.516
"runail, bluesky",bpw_style,0.021,0.113,0.005,0.231,2.043,0.003,1.153,0.522
"bpw_style, bluesky",runail,0.008,0.330,0.005,0.657,1.988,0.002,1.951,0.501
runail,"bpw_style, bluesky",0.330,0.008,0.005,0.015,1.988,0.002,1.008,0.742
bpw_style,"runail, bluesky",0.113,0.021,0.005,0.044,2.043,0.003,1.023,0.576
bluesky,"runail, bpw_style",0.042,0.061,0.005,0.117,1.940,0.002,1.064,0.506
"bluesky, domix",irisk,0.005,0.260,0.003,0.600,2.305,0.002,1.849,0.569
"domix, irisk",bluesky,0.032,0.042,0.003,0.095,2.253,0.002,1.058,0.575
"bluesky, irisk",domix,0.015,0.070,0.003,0.205,2.920,0.002,1.170,0.668
domix,"bluesky, irisk",0.070,0.015,0.003,0.044,2.920,0.002,1.030,0.707
bluesky,"domix, irisk",0.042,0.032,0.003,0.073,2.253,0.002,1.044,0.580
irisk,"bluesky, domix",0.260,0.005,0.003,0.012,2.305,0.002,1.007,0.765
"runail, bluesky",domix,0.021,0.070,0.003,0.158,2.247,0.002,1.104,0.567
"runail, domix",bluesky,0.036,0.042,0.003,0.093,2.217,0.002,1.056,0.570
"bluesky, domix",runail,0.005,0.330,0.003,0.661,2.000,0.002,1.974,0.503
runail,"bluesky, domix",0.330,0.005,0.003,0.010,2.000,0.002,1.005,0.747
bluesky,"runail, domix",0.042,0.036,0.003,0.080,2.217,0.002,1.048,0.573
domix,"runail, bluesky",0.070,0.021,0.003,0.048,2.247,0.002,1.028,0.597
"runail, bluesky",freedecor,0.021,0.051,0.002,0.100,1.972,0.001,1.055,0.504
"runail, freedecor",bluesky,0.026,0.042,0.002,0.082,1.949,0.001,1.043,0.500
"freedecor, bluesky",runail,0.003,0.330,0.002,0.787,2.381,0.001,3.142,0.582
bluesky,"runail, freedecor",0.042,0.026,0.002,0.051,1.949,0.001,1.026,0.508
freedecor,"runail, bluesky",0.051,0.021,0.002,0.042,1.972,0.001,1.022,0.519
"grattol, ingarden",bluesky,0.030,0.042,0.002,0.070,1.673,0.001,1.030,0.415
"grattol, bluesky",ingarden,0.009,0.102,0.002,0.245,2.407,0.001,1.190,0.590
"ingarden, bluesky",grattol,0.006,0.163,0.002,0.331,2.030,0.001,1.251,0.511
grattol,"ingarden, bluesky",0.163,0.006,0.002,0.013,2.030,0.001,1.007,0.606
ingarden,"grattol, bluesky",0.102,0.009,0.002,0.021,2.407,0.001,1.013,0.651
bluesky,"grattol, ingarden",0.042,0.030,0.002,0.051,1.673,0.001,1.022,0.420
"grattol, bluesky",irisk,0.009,0.260,0.004,0.408,1.568,0.001,1.250,0.365
"grattol, irisk",bluesky,0.052,0.042,0.004,0.068,1.621,0.001,1.028,0.404
"bluesky, irisk",grattol,0.015,0.163,0.004,0.238,1.460,0.001,1.098,0.320
grattol,"bluesky, irisk",0.163,0.015,0.004,0.022,1.460,0.001,1.007,0.376
bluesky,"grattol, irisk",0.042,0.052,0.004,0.085,1.621,0.001,1.035,0.400
irisk,"grattol, bluesky",0.260,0.009,0.004,0.014,1.568,0.001,1.005,0.490
"runail, grattol",bluesky,0.069,0.042,0.005,0.076,1.818,0.002,1.037,0.484
"runail, bluesky",grattol,0.021,0.163,0.005,0.247,1.517,0.002,1.112,0.348
"grattol, bluesky",runail,0.009,0.330,0.005,0.607,1.837,0.002,1.704,0.460
runail,"grattol, bluesky",0.330,0.009,0.005,0.016,1.837,0.002,1.007,0.681
grattol,"runail, bluesky",0.163,0.021,0.005,0.032,1.517,0.002,1.011,0.407
bluesky,"runail, grattol",0.042,0.069,0.005,0.126,1.818,0.002,1.065,0.470
"ingarden, bluesky",irisk,0.006,0.260,0.003,0.497,1.907,0.002,1.469,0.479
"ingarden, irisk",bluesky,0.043,0.042,0.003,0.074,1.762,0.001,1.035,0.452
"bluesky, irisk",ingarden,0.015,0.102,0.003,0.214,2.106,0.002,1.143,0.533
ingarden,"bluesky, irisk",0.102,0.015,0.003,0.031,2.106,0.002,1.017,0.585
bluesky,"ingarden, irisk",0.042,0.043,0.003,0.076,1.762,0.001,1.036,0.451
irisk,"ingarden, bluesky",0.260,0.006,0.003,0.012,1.907,0.002,1.006,0.643
"runail, ingarden",bluesky,0.056,0.042,0.004,0.079,1.882,0.002,1.040,0.496
"runail, bluesky",ingarden,0.021,0.102,0.004,0.206,2.023,0.002,1.131,0.517
"ingarden, bluesky",runail,0.006,0.330,0.004,0.683,2.066,0.002,2.111,0.519
runail,"ingarden, bluesky",0.330,0.006,0.004,0.013,2.066,0.002,1.007,0.771
ingarden,"runail, bluesky",0.102,0.021,0.004,0.043,2.023,0.002,1.023,0.563
bluesky,"runail, ingarden",0.042,0.056,0.004,0.105,1.882,0.002,1.055,0.489
"bluesky, irisk",masura,0.015,0.095,0.004,0.268,2.825,0.003,1.236,0.656
"bluesky, masura",irisk,0.007,0.260,0.004,0.539,2.070,0.002,1.604,0.521
"irisk, masura",bluesky,0.036,0.042,0.004,0.112,2.675,0.003,1.079,0.649
bluesky,"irisk, masura",0.042,0.036,0.004,0.095,2.675,0.003,1.066,0.654
irisk,"bluesky, masura",0.260,0.007,0.004,0.015,2.070,0.002,1.008,0.699
masura,"bluesky, irisk",0.095,0.015,0.004,0.042,2.825,0.003,1.028,0.714
"runail, bluesky",irisk,0.021,0.260,0.010,0.491,1.885,0.005,1.452,0.480
"runail, irisk",bluesky,0.139,0.042,0.010,0.075,1.793,0.005,1.036,0.514
"bluesky, irisk",runail,0.015,0.330,0.010,0.702,2.126,0.006,2.250,0.538
runail,"bluesky, irisk",0.330,0.015,0.010,0.032,2.126,0.006,1.017,0.791
bluesky,"runail, irisk",0.042,0.139,0.010,0.250,1.793,0.005,1.147,0.462
irisk,"runail, bluesky",0.260,0.021,0.010,0.040,1.885,0.005,1.020,0.635
"severina, bluesky",irisk,0.006,0.260,0.003,0.600,2.305,0.002,1.849,0.569
"severina, irisk",bluesky,0.029,0.042,0.003,0.116,2.767,0.002,1.084,0.657
"bluesky, irisk",severina,0.015,0.057,0.003,0.223,3.913,0.002,1.214,0.756
severina,"bluesky, irisk",0.057,0.015,0.003,0.058,3.913,0.002,1.046,0.789
bluesky,"severina, irisk",0.042,0.029,0.003,0.079,2.767,0.002,1.055,0.667
irisk,"severina, bluesky",0.260,0.006,0.003,0.013,2.305,0.002,1.007,0.765
"uno, bluesky",irisk,0.004,0.260,0.002,0.490,1.882,0.001,1.450,0.471
"uno, irisk",bluesky,0.027,0.042,0.002,0.080,1.918,0.001,1.042,0.492
"bluesky, irisk",uno,0.015,0.075,0.002,0.146,1.944,0.001,1.083,0.493
uno,"bluesky, irisk",0.075,0.015,0.002,0.029,1.944,0.001,1.014,0.525
bluesky,"uno, irisk",0.042,0.027,0.002,0.052,1.918,0.001,1.026,0.500
"runail, bluesky",masura,0.021,0.095,0.005,0.233,2.455,0.003,1.180,0.606
"runail, masura",bluesky,0.049,0.042,0.005,0.101,2.407,0.003,1.066,0.615
"bluesky, masura",runail,0.007,0.330,0.005,0.671,2.030,0.003,2.033,0.511
runail,"bluesky, masura",0.330,0.007,0.005,0.015,2.030,0.003,1.008,0.758
bluesky,"runail, masura",0.042,0.049,0.005,0.119,2.407,0.003,1.079,0.610
masura,"runail, bluesky",0.095,0.021,0.005,0.052,2.455,0.003,1.033,0.655
"runail, bluesky",milv,0.021,0.054,0.002,0.116,2.151,0.001,1.071,0.547
"runail, milv",bluesky,0.027,0.042,0.002,0.093,2.228,0.001,1.057,0.566
"bluesky, milv",runail,0.003,0.330,0.002,0.747,2.260,0.001,2.643,0.559
bluesky,"runail, milv",0.042,0.027,0.002,0.059,2.228,0.001,1.035,0.575
milv,"runail, bluesky",0.054,0.021,0.002,0.046,2.151,0.001,1.026,0.566
"runail, pole",bluesky,0.022,0.042,0.002,0.092,2.189,0.001,1.055,0.555
"runail, bluesky",pole,0.021,0.042,0.002,0.096,2.289,0.001,1.060,0.575
"pole, bluesky",runail,0.003,0.330,0.002,0.719,2.175,0.001,2.381,0.542
pole,"runail, bluesky",0.042,0.021,0.002,0.049,2.289,0.001,1.029,0.588
bluesky,"runail, pole",0.042,0.022,0.002,0.049,2.189,0.001,1.028,0.567
"runail, severina",bluesky,0.034,0.042,0.004,0.122,2.899,0.003,1.091,0.678
"runail, bluesky",severina,0.021,0.057,0.004,0.195,3.426,0.003,1.172,0.724
"severina, bluesky",runail,0.006,0.330,0.004,0.752,2.276,0.002,2.700,0.564
runail,"severina, bluesky",0.330,0.006,0.004,0.013,2.276,0.002,1.007,0.837
severina,"runail, bluesky",0.057,0.021,0.004,0.073,3.426,0.003,1.056,0.751
bluesky,"runail, severina",0.042,0.034,0.004,0.099,2.899,0.003,1.072,0.684
"runail, uno",bluesky,0.035,0.042,0.003,0.081,1.923,0.001,1.042,0.497
"runail, bluesky",uno,0.021,0.075,0.003,0.131,1.746,0.001,1.064,0.436
"uno, bluesky",runail,0.004,0.330,0.003,0.630,1.907,0.001,1.810,0.478
uno,"runail, bluesky",0.075,0.021,0.003,0.037,1.746,0.001,1.017,0.462
bluesky,"runail, uno",0.042,0.035,0.003,0.067,1.923,0.001,1.034,0.501
"cosmoprofi, bpw_style",irisk,0.005,0.260,0.003,0.532,2.044,0.001,1.581,0.513
"cosmoprofi, irisk",bpw_style,0.011,0.113,0.003,0.226,1.998,0.001,1.146,0.505
"bpw_style, irisk",cosmoprofi,0.047,0.027,0.003,0.055,2.020,0.001,1.029,0.530
cosmoprofi,"bpw_style, irisk",0.027,0.047,0.003,0.095,2.020,0.001,1.053,0.519
bpw_style,"cosmoprofi, irisk",0.113,0.011,0.003,0.023,1.998,0.001,1.012,0.563
"runail, cosmoprofi",bpw_style,0.015,0.113,0.003,0.200,1.771,0.001,1.109,0.442
"runail, bpw_style",cosmoprofi,0.061,0.027,0.003,0.050,1.847,0.001,1.024,0.488
"cosmoprofi, bpw_style",runail,0.005,0.330,0.003,0.624,1.888,0.001,1.780,0.473
cosmoprofi,"runail, bpw_style",0.027,0.061,0.003,0.112,1.847,0.001,1.058,0.471
bpw_style,"runail, cosmoprofi",0.113,0.015,0.003,0.027,1.771,0.001,1.012,0.491
"de_lux, bpw_style",dartnails,0.016,0.017,0.003,0.156,9.137,0.002,1.165,0.905
"de_lux, dartnails",bpw_style,0.003,0.113,0.003,0.950,8.411,0.002,17.741,0.883
"bpw_style, dartnails",de_lux,0.012,0.032,0.003,0.212,6.629,0.002,1.228,0.859
de_lux,"bpw_style, dartnails",0.032,0.012,0.003,0.079,6.629,0.002,1.073,0.877
bpw_style,"de_lux, dartnails",0.113,0.003,0.003,0.022,8.411,0.002,1.020,0.993
dartnails,"de_lux, bpw_style",0.017,0.016,0.003,0.148,9.137,0.002,1.155,0.906
"freedecor, bpw_style",dartnails,0.036,0.017,0.005,0.140,8.182,0.004,1.143,0.910
"freedecor, dartnails",bpw_style,0.006,0.113,0.005,0.897,7.941,0.004,8.598,0.879
"bpw_style, dartnails",freedecor,0.012,0.051,0.005,0.420,8.300,0.004,1.637,0.890
freedecor,"bpw_style, dartnails",0.051,0.012,0.005,0.099,8.300,0.004,1.097,0.926
bpw_style,"freedecor, dartnails",0.113,0.006,0.005,0.044,7.941,0.004,1.041,0.985
dartnails,"freedecor, bpw_style",0.017,0.036,0.005,0.294,8.182,0.004,1.365,0.893
"grattol, bpw_style",dartnails,0.032,0.017,0.004,0.121,7.082,0.003,1.118,0.887
"grattol, dartnails",bpw_style,0.005,0.113,0.004,0.727,6.439,0.003,3.253,0.849
"bpw_style, dartnails",grattol,0.012,0.163,0.004,0.327,2.006,0.002,1.244,0.507
grattol,"bpw_style, dartnails",0.163,0.012,0.004,0.024,2.006,0.002,1.012,0.599
bpw_style,"grattol, dartnails",0.113,0.005,0.004,0.035,6.439,0.003,1.030,0.952
dartnails,"grattol, bpw_style",0.017,0.032,0.004,0.229,7.082,0.003,1.254,0.874
"ingarden, bpw_style",dartnails,0.025,0.017,0.002,0.098,5.728,0.002,1.090,0.847
"ingarden, dartnails",bpw_style,0.003,0.113,0.002,0.747,6.611,0.002,3.502,0.852
"bpw_style, dartnails",ingarden,0.012,0.102,0.002,0.208,2.046,0.001,1.134,0.517
ingarden,"bpw_style, dartnails",0.102,0.012,0.002,0.024,2.046,0.001,1.013,0.569
bpw_style,"ingarden, dartnails",0.113,0.003,0.002,0.022,6.611,0.002,1.019,0.957
dartnails,"ingarden, bpw_style",0.017,0.025,0.002,0.145,5.728,0.002,1.140,0.840
"bpw_style, irisk",dartnails,0.047,0.017,0.005,0.109,6.379,0.004,1.103,0.885
"bpw_style, dartnails",irisk,0.012,0.260,0.005,0.431,1.656,0.002,1.300,0.401
"irisk, dartnails",bpw_style,0.007,0.113,0.005,0.753,6.669,0.004,3.595,0.856
bpw_style,"irisk, dartnails",0.113,0.007,0.005,0.046,6.669,0.004,1.041,0.958
irisk,"bpw_style, dartnails",0.260,0.012,0.005,0.020,1.656,0.002,1.008,0.536
dartnails,"bpw_style, irisk",0.017,0.047,0.005,0.301,6.379,0.004,1.364,0.858
"bpw_style, milv",dartnails,0.018,0.017,0.003,0.144,8.440,0.002,1.149,0.898
"bpw_style, dartnails",milv,0.012,0.054,0.003,0.219,4.053,0.002,1.212,0.762
"milv, dartnails",bpw_style,0.003,0.113,0.003,0.808,7.156,0.002,4.625,0.863
bpw_style,"milv, dartnails",0.113,0.003,0.003,0.023,7.156,0.002,1.020,0.970
milv,"bpw_style, dartnails",0.054,0.012,0.003,0.048,4.053,0.002,1.038,0.796
dartnails,"bpw_style, milv",0.017,0.018,0.003,0.153,8.440,0.002,1.160,0.897
"runail, bpw_style",dartnails,0.061,0.017,0.006,0.102,5.962,0.005,1.094,0.886
"runail, dartnails",bpw_style,0.009,0.113,0.006,0.720,6.377,0.005,3.170,0.850
"bpw_style, dartnails",runail,0.012,0.330,0.006,0.517,1.564,0.002,1.385,0.365
runail,"bpw_style, dartnails",0.330,0.012,0.006,0.019,1.564,0.002,1.007,0.538
bpw_style,"runail, dartnails",0.113,0.009,0.006,0.055,6.377,0.005,1.049,0.951
dartnails,"runail, bpw_style",0.017,0.061,0.006,0.361,5.962,0.005,1.470,0.847
"de_lux, bpw_style",domix,0.016,0.070,0.002,0.132,1.870,0.001,1.070,0.473
"de_lux, domix",bpw_style,0.004,0.113,0.002,0.565,5.000,0.002,2.038,0.803
"bpw_style, domix",de_lux,0.011,0.032,0.002,0.186,5.820,0.002,1.189,0.838
de_lux,"bpw_style, domix",0.032,0.011,0.002,0.067,5.820,0.002,1.059,0.856
bpw_style,"de_lux, domix",0.113,0.004,0.002,0.019,5.000,0.002,1.015,0.902
domix,"de_lux, bpw_style",0.070,0.016,0.002,0.030,1.870,0.001,1.015,0.500
"freedecor, bpw_style",de_lux,0.036,0.032,0.007,0.204,6.389,0.006,1.216,0.875
"freedecor, de_lux",bpw_style,0.009,0.113,0.007,0.838,7.416,0.006,5.461,0.873
"de_lux, bpw_style",freedecor,0.016,0.051,0.007,0.452,8.932,0.007,1.733,0.903
freedecor,"de_lux, bpw_style",0.051,0.016,0.007,0.145,8.932,0.007,1.150,0.935
bpw_style,"freedecor, de_lux",0.113,0.009,0.007,0.065,7.416,0.006,1.060,0.975
de_lux,"freedecor, bpw_style",0.032,0.036,0.007,0.229,6.389,0.006,1.251,0.871
"grattol, bpw_style",de_lux,0.032,0.032,0.005,0.157,4.906,0.004,1.148,0.823
"grattol, de_lux",bpw_style,0.010,0.113,0.005,0.533,4.717,0.004,1.898,0.796
"de_lux, bpw_style",grattol,0.016,0.163,0.005,0.312,1.915,0.002,1.217,0.486
grattol,"de_lux, bpw_style",0.163,0.016,0.005,0.031,1.915,0.002,1.015,0.571
bpw_style,"grattol, de_lux",0.113,0.010,0.005,0.045,4.717,0.004,1.037,0.888
de_lux,"grattol, bpw_style",0.032,0.032,0.005,0.158,4.906,0.004,1.150,0.822
"de_lux, ingarden",bpw_style,0.010,0.113,0.006,0.607,5.373,0.005,2.256,0.822
"de_lux, bpw_style",ingarden,0.016,0.102,0.006,0.389,3.823,0.005,1.470,0.751
