antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
5804663,5804662,0.004,0.003,0.002,0.504,163.517,0.002,2.011,0.998
5804667,5804663,0.003,0.004,0.002,0.775,172.531,0.002,4.418,0.997
5804663,5804667,0.004,0.003,0.002,0.478,172.531,0.002,1.911,0.999
5809911,5809910,0.015,0.062,0.010,0.696,11.177,0.009,3.085,0.924
5809910,5809911,0.062,0.015,0.010,0.164,11.177,0.009,1.178,0.971
5809912,5809910,0.024,0.062,0.012,0.524,8.415,0.011,1.970,0.902
5809910,5809912,0.062,0.024,0.012,0.198,8.415,0.011,1.218,0.940
5809910,5814046,0.062,0.008,0.003,0.042,5.489,0.002,1.036,0.872
5814046,5809910,0.008,0.062,0.003,0.342,5.489,0.002,1.425,0.824
5815662,5809910,0.020,0.062,0.002,0.103,1.650,0.001,1.045,0.402
5809910,5815662,0.062,0.020,0.002,0.033,1.650,0.001,1.013,0.420
5816166,5809910,0.008,0.062,0.004,0.529,8.492,0.004,1.990,0.889
5809910,5816166,0.062,0.008,0.004,0.069,8.492,0.004,1.065,0.941
5809910,5816169,0.062,0.006,0.003,0.052,9.321,0.003,1.049,0.952
5816169,5809910,0.006,0.062,0.003,0.580,9.321,0.003,2.235,0.898
5809910,5816170,0.062,0.010,0.006,0.092,8.881,0.005,1.089,0.946
5816170,5809910,0.010,0.062,0.006,0.553,8.881,0.005,2.098,0.897
5816172,5809910,0.006,0.062,0.003,0.540,8.670,0.003,2.038,0.890
5809910,5816172,0.062,0.006,0.003,0.055,8.670,0.003,1.052,0.943
5833330,5809910,0.023,0.062,0.003,0.111,1.778,0.001,1.054,0.448
5809910,5833330,0.062,0.023,0.003,0.041,1.778,0.001,1.019,0.467
5809910,5849033,0.062,0.015,0.002,0.036,2.428,0.001,1.022,0.627
5849033,5809910,0.015,0.062,0.002,0.151,2.428,0.001,1.105,0.597
5809910,5854832,0.062,0.005,0.002,0.035,7.557,0.002,1.032,0.925
5854832,5809910,0.005,0.062,0.002,0.471,7.557,0.002,1.771,0.872
5854897,5809910,0.030,0.062,0.003,0.094,1.515,0.001,1.035,0.351
5809910,5854897,0.062,0.030,0.003,0.045,1.515,0.001,1.016,0.363
5809912,5809911,0.024,0.015,0.006,0.247,16.877,0.005,1.309,0.963
5809911,5809912,0.015,0.024,0.006,0.397,16.877,0.005,1.620,0.955
5809911,5816169,0.015,0.006,0.002,0.152,27.225,0.002,1.173,0.978
5816169,5809911,0.006,0.015,0.002,0.399,27.225,0.002,1.638,0.969
5809911,5816170,0.015,0.010,0.003,0.229,22.250,0.003,1.284,0.969
5816170,5809911,0.010,0.015,0.003,0.326,22.250,0.003,1.461,0.965
5809912,5816170,0.024,0.010,0.004,0.149,14.480,0.003,1.163,0.953
5816170,5809912,0.010,0.024,0.004,0.341,14.480,0.003,1.482,0.941
5814517,5814516,0.003,0.003,0.003,0.934,284.856,0.003,15.150,0.999
5814516,5814517,0.003,0.003,0.003,0.845,284.856,0.003,6.442,1.000
5815662,5854897,0.020,0.030,0.003,0.130,4.379,0.002,1.116,0.787
5854897,5815662,0.030,0.020,0.003,0.087,4.379,0.002,1.073,0.795
5823667,5819894,0.005,0.003,0.002,0.480,189.014,0.002,1.917,1.000
5819894,5823667,0.003,0.005,0.002,0.908,189.014,0.002,10.781,0.997
5906122,5833323,0.013,0.006,0.002,0.163,28.930,0.002,1.188,0.978
5833323,5906122,0.006,0.013,0.002,0.375,28.930,0.002,1.579,0.971
5833326,5833325,0.013,0.013,0.004,0.284,22.453,0.004,1.379,0.968
5833325,5833326,0.013,0.013,0.004,0.296,22.453,0.004,1.402,0.968
5833330,5833325,0.023,0.013,0.004,0.187,14.814,0.004,1.215,0.954
5833325,5833330,0.013,0.023,0.004,0.340,14.814,0.004,1.479,0.944
5833325,5833335,0.013,0.012,0.003,0.213,17.207,0.003,1.255,0.954
5833335,5833325,0.012,0.013,0.003,0.218,17.207,0.003,1.262,0.954
5833326,5833330,0.013,0.023,0.003,0.231,10.069,0.003,1.270,0.913
5833330,5833326,0.023,0.013,0.003,0.133,10.069,0.003,1.138,0.922
5833326,5833335,0.013,0.012,0.003,0.225,18.168,0.003,1.274,0.958
5833335,5833326,0.012,0.013,0.003,0.240,18.168,0.003,1.298,0.957
5833330,5833335,0.023,0.012,0.003,0.143,11.562,0.003,1.153,0.935
5833335,5833330,0.012,0.023,0.003,0.265,11.562,0.003,1.329,0.925
5833330,5906119,0.023,0.007,0.002,0.104,14.624,0.002,1.108,0.953
5906119,5833330,0.007,0.023,0.002,0.335,14.624,0.002,1.470,0.938
5906122,5833330,0.013,0.023,0.003,0.202,8.806,0.002,1.224,0.898
5833330,5906122,0.023,0.013,0.003,0.114,8.806,0.002,1.114,0.907
5906122,5833335,0.013,0.012,0.003,0.196,15.819,0.002,1.228,0.949
5833335,5906122,0.012,0.013,0.003,0.205,15.819,0.002,1.242,0.949
5864736,5864737,0.005,0.005,0.003,0.523,103.788,0.003,2.085,0.995
5864737,5864736,0.005,0.005,0.003,0.535,103.788,0.003,2.139,0.995
"5809912, 5809911",5809910,0.006,0.062,0.005,0.826,13.256,0.004,5.374,0.930
"5809912, 5809910",5809911,0.012,0.015,0.005,0.389,26.586,0.005,1.613,0.974
"5809911, 5809910",5809912,0.010,0.024,0.005,0.471,20.017,0.005,1.847,0.960
5809912,"5809911, 5809910",0.024,0.010,0.005,0.204,20.017,0.005,1.243,0.973
5809911,"5809912, 5809910",0.015,0.012,0.005,0.328,26.586,0.005,1.470,0.977
5809910,"5809912, 5809911",0.062,0.006,0.005,0.077,13.256,0.004,1.077,0.986
"5809911, 5809910",5816170,0.010,0.010,0.003,0.261,25.277,0.003,1.338,0.970
"5809911, 5816170",5809910,0.003,0.062,0.003,0.791,12.697,0.002,4.480,0.924
"5809910, 5816170",5809911,0.006,0.015,0.003,0.466,31.812,0.003,1.844,0.974
5809911,"5809910, 5816170",0.015,0.006,0.003,0.181,31.812,0.003,1.215,0.983
5809910,"5809911, 5816170",0.062,0.003,0.003,0.043,12.697,0.002,1.041,0.982
5816170,"5809911, 5809910",0.010,0.010,0.003,0.258,25.277,0.003,1.333,0.970
"5809912, 5809910",5816170,0.012,0.010,0.003,0.206,19.956,0.002,1.246,0.962
"5809912, 5816170",5809910,0.004,0.062,0.003,0.722,11.598,0.002,3.376,0.917
"5809910, 5816170",5809912,0.006,0.024,0.003,0.445,18.911,0.002,1.760,0.953
5809912,"5809910, 5816170",0.024,0.006,0.003,0.108,18.911,0.002,1.114,0.970
5809910,"5809912, 5816170",0.062,0.004,0.003,0.041,11.598,0.002,1.039,0.974
5816170,"5809912, 5809910",0.010,0.012,0.003,0.246,19.956,0.002,1.310,0.960
